视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,4,"Which car is faster, the BMW M3 or the Tesla Model 3 Performance?",通用知识推理,The BMW M3.,在圈速测试中M3 以 1 分 20.51 秒领先 Model 3 的 1.54 秒差距，故BMW M3更快。,视频中专业车手 Randy 的圈速测试，M3 以 1 分 20.51 秒领先 Model 3 的 1.54 秒差距，故BMW M3更快。,,,,,,,,,,
,,,,5,What gives the BMW M3 a laptime advantage?,通用知识推理,Tires withstand heat degradation better.,特斯拉轮胎在长弯道后抓地力急剧下降，而宝马Michelin轮胎性能衰减仅1.3秒，证明轮胎耐热性差异是关键。,视频中特斯拉轮胎在长弯道后抓地力急剧下降，而宝马Michelin轮胎性能衰减仅1.3秒，证明轮胎耐热性差异是关键。,,,,,,,,,,
75,https://www.youtube.com/watch?v=T6hQzcaRJaM,31:12,测评 - 食品,1,What is Keith's role in the pizza review team?,人物属性建模,Production crew member.,,视频中提到Keith隐藏麦克风，并负责确保音频质量。结合团队分工，Keith属于幕后制作人员，负责设备操作，因此推断其角色为制作团队成员。,,,,,,,,,,
,,,,2,What food item does Keith strongly dislike at Costco?,人物属性建模,Chicken bake.,,视频中Keith评价鸡肉卷为“revolting”并多次与Ryan争论其品质，明确表达厌恶，属个人偏好属性。,,,,,,,,,,
,,,,3,How many shops do they go to?,多线索推理,Five.,,视频中他们参观了5家商店：好市多（Costco）、7- 11、塔吉特（Target）、全食（Whole Foods）和埃文（Erewhon）。,,,,,,,,,,
,,,,4,What promotion did 7-Eleven offer for their pizza?,通用知识推理,Buy one get one free.,“buy one get one free entire pizzas”，属特定促销活动，需结合上下文提取非显性信息（非所有7-Eleven门店均有此活动）。,视频中明确提到“buy one get one free entire pizzas”，属特定促销活动，需结合上下文提取非显性信息（非所有7-Eleven门店均有此活动）。,,,,,,,,,,
,,,,5,Which grocery store offers discounted pizza every Friday?,通用知识推理,Whole Foods.,“large hot cheese pizza every Friday $8 each”，需关联“Whole Foods”与“周五折扣”的因果关系。,视频中提到“large hot cheese pizza every Friday $8 each”，需关联“Whole Foods”与“周五折扣”的因果关系。,,,,,,,,,,
76,https://www.youtube.com/watch?app=desktop&v=DSU4PPcpFC0&t=17s,39:53,vlog - 园艺,1,Is Andrew Bunting active or serious?,"多线索推理,人物属性建模",He is an active old man.,,模型可以通过对Andrew Bunting的人物模型进行捕捉，可以发现Andrew是一个十分活跃的老人。,,,,,,,,,,
,,,,2,How many years does it take from planting to flowering for amsonia?,通用知识推理,Three years.,柳叶水甘草第一年为幼苗期，生长慢，以营养生长为主；第二年茎变粗、叶增多，可能分化花芽；第三年更健壮，大概率进入盛花期，前三年整体生长较慢 。 ,模型可以通过视频中老人对柳叶水甘草的形容并结合柳叶水甘草的客观生长情况决定出，该植物头一两年生长缓慢，到第三年生长会很迅速。,,,,,,,,,,
,,,,3,What did Andrew introduced after amsonia?,多跳推理,Iron Butterfly.,,模型可以通过识别视频中Andrew在描述玩amsonia之后描述了Iron Butterfly判断出Iron Butterfly是正确答案,,,,,,,,,,
,,,,4,Did Andrew worked in Pennsylvania all the time?,人物属性建模,No.,,虽然Andrew是宾夕法尼亚的园艺协会的副主席，但他说道自己园子里的一些树都死了，因为自己要去芝加哥上班，没时间照顾他们，芝加哥在伊利诺伊州，他并不是一直在宾夕法尼亚工作,,,,,,,,,,
,,,,5,What would happen if people didn't cut Musa basjoo in its low place?,"多跳推理,通用知识推理",It would grow tremendously.,Musa basjoo如果长得太大， 遇到大风天气可能会损坏房屋，因此Andrew不得不时常修理这颗植物。,模型可以通过Andrew所陈述的他需要在植物低处砍断植物和他住在附近的朋友家里有一棵巨大的地涌金莲来看出，如果不砍断的话，地涌金莲会长的巨大，如果遇到大风天气或会损坏房屋。,,,,,,,,,,
77,https://www.youtube.com/watch?app=desktop&v=Yzdabta1nAA&t=128s,24:30,vlog - 园艺,1,Does the blogger pay attention to sun protection?,"多线索推理,人物属性建模","No, she doesn't.",,模型可以通过捕捉博主的人物模型与背后的画面发现，即便身后太阳高照，博主身上也没有防晒措施，因此博主并不是一个注重防晒的人。,,,,,,,,,,
,,,,2,What did the blogger introduce after the broccoli?,多跳推理,Cabbage.,,模型可以通过分析视频前段发现，在博主介绍完西兰花之后，开始介绍卷心菜。,,,,,,,,,,
,,,,3,Is it suitable to buy a broccoli that is leggy and have an small broccoli head on it already?,通用知识推理,"No, it's not.",这种情况下的西兰花看起来长得细长、茎秆纤弱，不会再长太大。,模型可以通过西兰花的客观生长知识和博主对西兰花的介绍看出，如果西兰花长得leggy并且有比较小的broccoli head，那就长不大，进而决定出并不适合购买。,,,,,,,,,,
,,,,4,Does cabbage need similar environmental condition as the broccoli?,通用知识推理,Yes.,卷心菜和西兰花都偏好凉爽气候、充足光照，适宜种植在肥沃疏松、中性至微酸性的土壤中。,模型可以通过西兰花和卷心菜成长的环境知识和博主所说的话决定出，它们生长所需要的环境是很相似的。,,,,,,,,,,
,,,,5,What's the color of the pepper sause after the blogger introduced her pappers?,"多跳推理,多模态/多语言推理",Red one.,,在博主介绍完自己的青椒橙椒之后，博主提到了自己做的辣椒酱（听觉），之后镜头给到了博主做的辣椒酱，颜色为红色。,,,,,,,,,,
78,https://www.youtube.com/watch?v=WIfnK9lmQXo,21:17,测评 - 美妆产品,1,How many pieces of jewelry are there on Julia's face and ears?,多线索推理,Seven.,,博主非常喜欢各种首饰，但是正面看不太清耳朵上到底几个耳钉、耳环，需要结合她侧脸的镜头，加上鼻钉一共7个。,,,,,,,,,,
,,,,2,Is Merit a very creative business?,"多线索推理,通用知识推理",Yes.,腮红盒子和唇彩壁管都不是很常见的美妆产品外观，而且商家还为粉扑专门搭配了一个权游王座，正好是博主喜欢的，说明这家企业有很多设计和营销方面的点子，挺有创意的。,博主夸赞Merit的几个点：极简主义设计、有趣的权游周边、不同寻常的产品形状，这家美妆产品特色鲜明。,,,,,,,,,,
,,,,3,Are all Merit products cylindrical?,"多线索推理,通用知识推理",No.,Merit家所有产品都是柱状物，方便涂抹，不过没有一律设计成圆柱体，只是圆柱体元素比较多而已。,虽然几乎每一个产品都有球体、圆柱体的元素，但不是每一个都完全由圆柱体组成，像唇彩和睫毛膏就是圆柱和长方体搭配起来的。,,,,,,,,,,
,,,,4,Are Juliet's eyes completely blue or parti-colored?,人物属性建模,parti-colored,,并没有展示博主戴美瞳的片段，她的眼珠子有一圈蓝色，眼球中心是其他颜色的。,,,,,,,,,,
,,,,5,What type of cosmetics did Julia introduce after demonstrating cross-stitch?,多跳推理,Lipsticks.,,博主展示完十字绣，接着捧出来一堆棕色的东西，过了一会儿才介绍说是唇彩。,,,,,,,,,,
,,,,6,What is the color of inner and outer packagings of Merit's bronze balm ?,多模态/多语言推理,Golden.,,介绍这款balm的时候镜头先给了外壳镜头，能听见博主打开产品的声音，然后才看到产品内部的样子，也是跟外壳一样金灿灿的。,,,,,,,,,,
79,https://www.youtube.com/watch?app=desktop&v=EDN66yiRr8U&t=956s,29:21,vlog - 居家,1,What should people do when a tomato looks good on the top but the bottom has a black spot?,"多模态/多语言推理,通用知识推理","Manage soil moisture, and coordinate the planting density.",当西红柿出现钙缺乏时，可通过改良土壤（调节酸碱度、增施有机肥）、合理施肥（施足含过磷酸钙等的基肥及硝酸钙等追肥）、做好水分管理（保持土壤湿润且排水良好）及注意种植密度和温度等措施来解决。,模型可以在视觉上识别出西红柿底部的黑斑，在听觉上听到该病症为calcium deficiency，进而根据西红柿的客观知识分辨出，博主应调整土壤酸碱度，合理施肥，控制水源，把握密度来解决缺钙问题。,,,,,,,,,,
,,,,2,What did the blogger do with the tomatoes that she harvested?,多跳推理,She made ketchup with the tomatoes.,,模型可以在视频开头识别出博主去摘西红柿的画面，之后博主回到房间里做了番茄酱得出，博主用摘来的西红柿做了番茄酱。,,,,,,,,,,
,,,,3,Does the blogger have a helpful daughter or not?,人物属性建模,She does.,,模型可以在识别博主在做番茄酱时，博主的女儿一直在帮忙得出，博主的女儿时很有帮助的。,,,,,,,,,,
,,,,4,Is the blogger's husband helpful when the blogger does the housework?,人物属性建模,"No, he isn't",,模型在片头识别出博主丈夫的人物模型，但是视频中博主并没有受到丈夫的某种帮助，因此他的丈夫在家务上并不太帮忙。,,,,,,,,,,
,,,,5,Are fans very important for the cattle in the cowshed?,"多模态/多语言推理,通用知识推理",Yes.,在牛舍中让风扇保持运转，能促进空气流通、调节温度并减少蚊虫滋生，为奶牛营造健康舒适的环境，利于其生产和健康。,"模型可以通过视频捕捉到机器的轰鸣声，结合“极端天气之后electricity  was gone""的现状判断出发动机在运行，并且牛棚如果不及时通风所带来的后果决定出，牛棚需要不断通风。",,,,,,,,,,
80,https://www.youtube.com/watch?v=Cnf1Iip6dzo,51:39,纪录片 - 自然,1,What is the only booby in the world that breeds in trees?,通用知识推理,Red-footed booby.,视频中当Peter初次登陆到南岛时，介绍了红脚鲣鱼是世界上唯一在树上繁殖的鲣鱼。,模型需定位到视频中当Peter初次登陆到南岛时，介绍了红脚鲣鱼是世界上唯一在树上繁殖的鲣鱼。,,,,,,,,,,
,,,,2,"After the Battle of Waterloo, the Jos Islands were once colonised by which country?","多模态/多语言推理,通用知识推理",the UK.,视频中段介绍乔斯群岛的历史时，说到在拿破仑被打败后，英国占领了乔斯群岛，拿破仑被打败的战争是滑铁卢战役，并结合视频右上角的时间来看，1815年确实是滑铁卢战役的一年，因此英国在滑铁卢战役后将乔斯群岛变为了它的殖民地。,模型需定位到视频中段介绍乔斯群岛的历史时，说到在拿破仑被打败后，英国占领了乔斯群岛，拿破仑被打败的战争是滑铁卢战役，并结合视频右上角的时间来看，1815年确实是滑铁卢战役的一年，因此英国在滑铁卢战役后将乔斯群岛变为了它的殖民地。,,,,,,,,,,
,,,,3,Is coral a plant or an animal?,通用知识推理,Animal.,视频中介绍人们对于珊瑚的认识时，说人们很多人认为珊瑚是植物或者是石灰岩，但其实它是动物。,模型需定位到视频中介绍人们对于珊瑚的认识时，说人们很多人认为珊瑚是植物或者是石灰岩，但其实是动物。,,,,,,,,,,
,,,,4,Under what conditions do coral reefs turn white?,"多模态/多语言推理,通用知识推理",When the temperature is too high.,视频中介绍珊瑚的现状时，说珊瑚确实是生活在热带地区，但是因为热辐射，导致了很多珊瑚白化，由此可推出温度过高会导致珊瑚白化。,模型需定位到视频中介绍珊瑚的现状时，说珊瑚确实是生活在热带地区，但是因为热辐射，导致了很多珊瑚白化，由此可推出温度过高会导致珊瑚白化现象的产生。,,,,,,,,,,
,,,,5,Do Heather Koldewey and Christian Wild have the same occupation?,"人物属性建模,多模态/多语言推理",Yes.,,Heather Koldewey的职业是通过旁白介绍的，而Christian的职业可通过视频画面看到，他们都是海洋生物学家,,,,,,,,,,
,,,,6,Is Peter Carr happy to be on South Brother Island?,人物属性建模,Yes.,,模型需定位到Peter在登上南岛时，说他是第一次登陆这个岛屿，并且在这里发现了很多生物，他为此感到很开心，很激动。,,,,,,,,,,
81,https://www.youtube.com/watch?v=ksGxob33K7s,22:11,测评 - 其他,1,Where is the Pink Beach located most probably?,"多模态/多语言推理,通用知识推理",Spain.,博主在网上看到Pink Beach非常美，决定去实际看看是否真实，到达目的地后，发现是收门票的，此时她说要花20美元也就是350比索，而比索是西班牙的货币单位，可推断出Pink Beach最有可能在西班牙,模型需定位到Pink Beach片段，根据门票是20美元也就是350比索，而比索是西班牙的货币单位，可推断出Pink Beach最有可能在西班牙,,,,,,,,,,
,,,,2,How many Pinterest Vacations does the blogger experience?,多线索推理,Nine.,,模型需综合多个片段，博主共去了HBox island、Tulum等9个地方,,,,,,,,,,
,,,,3,Is the blogger a stylish woman?,"多线索推理,人物属性建模",Yes.,,在视频中，博主共去了9个地方，每到一个新地方博主都会换上一套新衣服，带上不同的配饰，并且会根据这些地方不同的特点搭配合适的衣服，可见她是个stylish的人,,,,,,,,,,
,,,,4,"If you want to try something unusual, which resturant can you choose?","多线索推理,通用知识推理",Alux Cave Resturant.,Alux Cave Resturant的顾客是在山洞里就餐，菜单上也没有价格，会用24g的黄金做牛排，会用蟋蟀做原材料，也会用火焰装饰菜品，非常不同寻常的餐厅,Alux Cave Resturant的就餐环境，菜单价格，烹饪方式，食材等都非常不同寻常,,,,,,,,,,
,,,,5,Is the blogger super rich?,人物属性建模,No.,,在预定Nest resturant时，博主被1000美元的预定费所震惊，和服务员协商能不能先交300美元，在体验过后也十分在意1000美元在这里吃饭是否值得，以上可表明博主并不是一个super rich的人,,,,,,,,,,
82,https://www.youtube.com/watch?v=MSNjBczaPFg,22:13,vlog - 园艺,1,What is Cassandra's gardening skill level?,人物属性建模,Intermediate.,,视频中提到Cassandra提到她对自己的园艺技能定位为中级初学者，所以可知她的园艺技能为中等水平。,,,,,,,,,,
,,,,2,Does Cassandra enjoy gardening?,"多线索推理,人物属性建模",Yes.,,视频中Cassandra多次提到收获新鲜蔬菜、香草用于烹饪和茶饮，强调 “家庭种植的味道无法在商店买到”，体现对园艺成果的享受。,,,,,,,,,,
,,,,3,What does Cassandra do after the spring garden browsing?,多跳推理,Show the transitional maintenance methods from winter to spring.,,视频中先展示Cassandra导览春季花园的相关片段，然后展示冬季到春季的过渡养护方法的相关片段。,,,,,,,,,,
,,,,4,Which organism converts kitchen scraps into garden fertilizer?,通用知识推理,Red worms.,通过建立蚯蚓堆肥箱处理厨余垃圾，红蚯蚓分解有机物产生肥料。,视频中Cassandra提到通过建立蚯蚓堆肥箱处理厨余垃圾，红蚯蚓分解有机物产生肥料，由此可以推理得出结论。,,,,,,,,,,
,,,,5,What vertical planter feature maximizes sunlight exposure flexibility?,通用知识推理,Wheels.,Greenstalk种植架带轮子，可灵活移动以捕捉阳光或遮荫。,视频中提到Greenstalk种植架带轮子，可灵活移动以捕捉阳光或遮荫。,,,,,,,,,,
83,https://www.youtube.com/watch?v=BHAGBmkiQnw,32:45,vlog - 出行,1,Is Safiya a willing explorer?,"多线索推理,人物属性建模",Yes.,,视频中Safiya主动探索樟宜机场的各个区域，包括迷宫、高空网道、不同航站楼的特色设施，并对新鲜事物表现出浓厚兴趣，甚至在高温环境中坚持体验，显示其是个乐于探索的人。,,,,,,,,,,
,,,,2,What is Safiya's relationship with Tyler?,人物属性建模,They're a couple.,,视频中提到他们共同养宠物，并在挑战中自然讨论私人生活，如旅行计划、家庭趣事，可推测得知Safiya和Tyler是夫妻关系。,,,,,,,,,,
,,,,3,Where do they go after they hit the rain vortex?,多跳推理,Canopy Park Maze.,,视频中先展示了他们去雨漩涡打卡的相关片段，再展示了去树冠公园迷宫的相关片段。,,,,,,,,,,
,,,,4,How does Changi Airport’s Canopy Park mitigate heat for visitors?,通用知识推理,Strategic cooling vents.,顶层花园炎热，但迷宫区域有冷气出口，推测通过局部冷却设施缓解温室效应。,视频中提到顶层花园炎热，但迷宫区域有冷气出口，推测通过局部冷却设施缓解温室效应。,,,,,,,,,,
,,,,5,Why is luggage handling at Changi Airport more efficient?,通用知识推理,24-hour early check-in.,樟宜机场24小时托运行李，表明机场提供超早值机服务以分流高峰压力。,视频中Safiya提到樟宜机场24小时托运行李，表明机场提供超早值机服务以分流高峰压力。,,,,,,,,,,
84,https://www.youtube.com/watch?v=Wq85fiM8hbs,40:23,教学 - 烹饪,1,"Except for Elin, are all the waiters at Le Bistro men?","多线索推理,通用知识推理",No,Elin也是这家店的员工，她跟别的服务员穿的不一样而已。偶尔有几个画面是另外一个跟Elin穿着同一种颜色衣服的女性在招呼客人，她也是服务员之一。,有几个大家聚在一起开会的片段，男服务员都穿着白色的服装，除了Elin还有一位女服务员偶尔会出现，所以这家店也有女服务员，她可能是兼职的，不常来。,,,,,,,,,,
,,,,2,Is Andy a stubborn or amicable person?,人物属性建模,Stubborn,,Ramsay 直言Andy非常傲慢，每次别人给Andy提意见时，他要么不理会，要么骂人，即使有人非常包容他也无济于事，稍不注意就回到以前自作主张的工作模式，非常固执。,,,,,,,,,,
,,,,3,Was Le Bistro a big or small space at first?,"多线索推理,通用知识推理",Small,客人们的前胸都快贴到桌面上了，Andy在后厨的挪动空间也很小，餐厅正门也只能一个个进人，空间实在局促。,之前餐厅的装潢是红色的，观察顾客们的座椅，服务员在餐厅内走动的画面，还有后厨的各种摆设等，可以发现这间餐厅空间根本不够用，顾客之间挨得特别近，坐得也不舒服。,,,,,,,,,,
,,,,4,"Who is more tolerant, Elin or Andy?",人物属性建模,Elin,,即使Andy傲慢自大，听不进意见，老婆Elin依然相信他，很少说重话，Andy发脾气时也不会激动。Andy娶了一位非常包容的妻子，而他自己却是个无礼自负的家伙。,,,,,,,,,,
,,,,5,What does the shop next to the Le Bistro that Ramsay went sell?,多模态/多语言推理,Seafood,,Ramsay被Andy出餐慢气得不行，中途到隔壁的餐厅点餐，第一次去的时候不知道餐厅名字。等到他10分钟后回来取餐时，可以看见这家店是seafood market&restruant，虽然名字不一定是这个，但由店名可知，这里很可能会卖海鲜,,,,,,,,,,
,,,,7,Did Andy apologize after being told that the meat was not cleaned of bones?,多跳推理,No,,Ramsay品尝Andy的菜品，第一道菜就被骨头硌了牙，但是服务员向Andy反映后，他直接把服务员赶出去了，根本没有道歉。,,,,,,,,,,
,,,,8,Is Ramsay good or bad at guiding others?,人物属性建模,Good,,很明显Elin把自己老公惯坏了，Ramsay软硬兼施才慢慢让Andy有了改变。他既能安抚也能破口大骂，对餐厅管理也很有一套，最后Andy只能心服口服了，说明Ramsay很善于管理指导人。,,,,,,,,,,
,,,,9,Is Hendrick a mediocre or a potential chef?,人物属性建模,Potential,,由于Andy的一意孤行，他很少给其他厨师插手、帮忙的机会。在被Ramsay严厉训斥后，亨德里克终于可以展示自己的手艺，可以看到客人们相当满意他的菜，不愧是Ramsay推荐来的好厨子。,,,,,,,,,,
85,https://www.youtube.com/watch?v=oO7c_sU7fV8,22:48,探索 - 体验新事物,1,What's the relationship between Carla and Nate?,人物属性建模,Married couple.,,视频中两人称彼此为“Cara and Nate”，共同使用“私人卧室”并互动亲密，且提到“成为世界最佳叔叔阿姨”，暗示婚姻关系。,,,,,,,,,,
,,,,2,Does Cara enjoy traveling?,人物属性建模,Yes.,,视频中Cara全程表现出对旅行体验的强烈热情，例如：多次感叹“这是商业航空的巅峰”“不想让飞行结束”。,,,,,,,,,,
,,,,3,What do they do after sharing a meal at the living room table?,多跳推理,Enjoy dessert on their bedroom bed.,,视频中先展示了他们在客厅餐桌共餐的相关片段，再展示了他们在在卧室床上享用甜点的相关片段。,,,,,,,,,,
,,,,4,"What is the maximum water usage time for each shower in ""The Residence""?",通用知识推理,Five minutes.,根据“we have 5 minutes of water each”，说明每位乘客淋浴限时 5 分钟，所以最长使用时间为5分钟。,视频中在描述私人浴室时提到“we have 5 minutes of water each”，说明每位乘客淋浴限时 5 分钟，所以最长使用时间为5分钟。,,,,,,,,,,
,,,,5,"Is ""the Residence"" upgrade fee included in the initial first-class ticket price?",通用知识推理,No.,"需先购买头等舱机票，再支付5,000美元升级至Residence，说明费用独立。","视频中提到需先购买头等舱机票，再支付5,000美元升级至Residence，说明住所升级费用独立。",,,,,,,,,,
86,https://www.youtube.com/watch?v=RbHAUrwb0fM,24:19,测评 - 食品,1,Is the blogger an outgoing girl or serious girl?,"多线索推理,人物属性建模",She is an outgoing girl.,,模型可以在视频中通过捕捉博主的神情来决定出博主是一个十分外向的人。,,,,,,,,,,
,,,,2,How many restaurants did the blogger go?,"多跳推理,人物属性建模",Three.,,模型可以通过捕捉博主的人物模型和她前后呆过的餐厅判断出博主去了三个餐厅。,,,,,,,,,,
,,,,3,Is Lucky Cat a restaurant with good service?,通用知识推理,Yes,博主去到Lucky Cat有人十分负责地引客人座位，工作人员为她安排了最好的座位。,模型可以通过Lucky Cat工作人员在接待客人时的做法判断出Lucky Cat地服务非常好。,,,,,,,,,,
,,,,4,What was the incredible view that the blogger saw in Lucky cat?,多模态/多语言推理,A vast view of night London.,,模型可以通过博主在Lucky Cat落座时所发出的对窗外的感叹和窗外的伦敦桥来判断出当时的风景时夜伦敦。,,,,,,,,,,
,,,,5,Is the Fox&Pheasant run by someone with strict requirements of food presentation?,通用知识推理,Yes.,Fox&Pheasant所上的食物都有很精致的摆盘。,Fox&Pheasant所上的食物都有很精致的摆盘，因此可以断定运营该餐厅的人对食品展示有严格要求。,,,,,,,,,,
87,https://www.youtube.com/watch?v=Oxq5K1O1Q2A,25:44,测评 - 其他,1,Is the food price in Versace Mansion cheap or expensive?,"多线索推理,通用知识推理",Expensive.,博主在Versace Mansion吃饭时，几次暗示了食物价格，吃完沙拉和意大利面后，她说我吃过同价位比这更好吃的，吃完烤鸡后，称这只鸡的价格足够在Costco买七只了，可见这里食物很贵,模型需定位到Versace Mansion片段，博主几次说到吃过同价位比这更好吃的，吃完烤鸡后，也称这只鸡的价格足够在Costco买七只了，可见这里食物很贵,,,,,,,,,,
,,,,2,Can the blogger swim?,人物属性建模,Yes.,,在入住了湖边宾馆后，博主一进门就打开了房间里通往湖的门，毫不犹豫地跳了下去，而且非常开心，可见博主一定会游泳,,,,,,,,,,
,,,,3,Where did the blogger go after she leaved Miami?,多跳推理,Tampa.,,模型需定位到博主离开迈阿密并介绍下一个目的地的片段，得出答案，接下来要去Tampa,,,,,,,,,,
,,,,4,"What's the app that is similiar with the Chinese app ""the Red Notebook""?",通用知识推理,Pinterest.,视频中几次出现Pinterest片段，可以看见用户可以在上面发文字和照片，向别人介绍一些自己想介绍的东西，起到引流的作用，类似于中国APP小红书,Pinterest的用户可以在上面发文字和照片，向别人介绍一些自己想介绍的东西，起到引流的作用，类似于中国APP小红书,,,,,,,,,,
,,,,5,What's the color of the blogger's eyes?,"人物属性建模,多模态/多语言推理",The blending of blue and green.,,不同于有些西方人湛蓝色的眼睛，博主的眼睛颜色很特别，在室内是偏蓝色的，同时也能看出来偏绿色，在室外时尤其明显，是一种蓝色和绿色的混合颜色,,,,,,,,,,
88,https://www.youtube.com/watch?app=desktop&v=KbNhL7w07aw&t=8s,28:03,vlog - 宠物,1,Who did the blogger feed after feeding her Alaska？,多跳推理,Her cat.,,模型可以通过识别在视频开头博主先喂了Alaska后喂了猫来判断出答案是her cat.,,,,,,,,,,
,,,,2,What breed is the cat that the blogger fed after feeding her Alaska?,"多跳推理,多模态/多语言推理",Calico cat.,,在博主喂完Alaska后，画面转向了待喂食的猫猫，声音提示“That's the cat food.”通过声音定位与猫相关信息和图像识别猫的种类能够得出该猫的品种是Calico Cat.,,,,,,,,,,
,,,,3,Is the blogger outgoing or serious?,"多线索推理,人物属性建模",She is outgoing.,,模型可以通过捕捉博主的人物建模和其与pets做的互动能够看出博主十分外向。,,,,,,,,,,
,,,,4,What do the reptiles need in the morning?,通用知识推理,To be watered and fed.,爬行动物对食物和环境的要求很高，因此早上应该给它们的环境喷水保持湿度，让它们进食。,模型可以通过视频中有关早晨爬行动物的画面中判断出，早上需要给它们提供食物，调整它们所处环境的湿度。,,,,,,,,,,
,,,,5,What does Tim Hortons mean to Canadian?,通用知识推理,It's eseential and deeply involved in their lives.,Tim Hortons 有着深厚品牌历史，融入加拿大文化，产品契合当地人口味与生活方式，价格亲民且积极参与社区活动，是加拿大人生活、文化与身份认同的关键部分 。,模型可以通过分析Tim的历史背景和其与加拿大人的深刻远远判断出Tim Hurtons对加拿大人来说非常重要，是生活的重要一部分。,,,,,,,,,,
89,https://www.youtube.com/watch?v=lX6U4nOhm5w,26:16,vlog - 运动,1,Is Michelle not a preserving girl？,人物属性建模,No.,,Michelle从未放弃过儿时成为拉拉队员的梦想，即使基础一般，她仍积极准备10天的训练，参加啦啦队视镜，即使训练过程中屡屡失败，她也没产生过放弃的想法，是个坚持不懈的人,,,,,,,,,,
,,,,2,"If a people is a excellent cheer leader, what abilities he must have?","多线索推理,通用知识推理","Rolling, dancing and weightlifting.",啦啦队全国季军在视频中介绍到啦啦队是一种综合性运动，你要能翻滚，就像体操一样，要回跳舞，还要有力气举起你的搭档，因此必须要有翻滚，舞蹈和举重能力,模型需定位到介绍啦啦队必要能力的片段，啦啦队是一种综合性运动，你要能翻滚，就像体操一样，要回跳舞，还要有力气举起你的搭档，因此必须要有翻滚，舞蹈和举重能力,,,,,,,,,,
,,,,3,What's the relationship between Daniel and Michelle?,"多线索推理,人物属性建模",Partner.,,在Michelle正式试镜时，可以看到是Danile一直在帮助Michelle完成三轮的各种动作，可见二人是搭档,,,,,,,,,,
,,,,4,How the cheer team of University of Kentucky recruit team members?,通用知识推理,Audition.,Michelle十分希望能过加入肯塔基大学的顶级啦啦队，她并没有直接说怎么加入，而是刻苦训练，10天后去参加了试镜，说明肯塔基大学是通过视镜招队员的,Michelle的愿望就是加入肯塔基大学的顶级啦啦队，为此她刻苦训练，10天后去参加了试镜，说明肯塔基大学是通过视镜招队员的,,,,,,,,,,
,,,,5,What's the color of the ribbon that Michelle wears?,"多线索推理,多模态/多语言推理",Blue and white.,,在Michelle表演时，她先带了一条蓝色的丝带，在视频后半段又换了一条白色的，一共两个颜色,,,,,,,,,,
90,https://www.youtube.com/watch?app=desktop&v=0FmwpU0rk80&t=51s,29:32,vlog - 宠物,1,Is Anne talkative or silent?,"多线索推理,人物属性建模",She is talkative.,,模型可以通过对Anne的人物模型进行分析，整个视频Anne都在不停介绍，因此她是一个talkative的人,,,,,,,,,,
,,,,2,What did Anne feed after feeding her chickens?,多跳推理,She went to feed her geese and ducks.,,模型可以通过识别Anne在喂鸡之后，走到了鸭鹅棚子里来判断是她去喂鸭子了。,,,,,,,,,,
,,,,3,Why are there flies in the vicinity of geese and ducks?,通用知识推理,They are notoriously smelly.,圈养鹅鸭的时候其味道非常难闻，因此周围常常会招致苍蝇。,模型可以通过对招苍蝇原因和圈养鹅鸭所会导致情况分辨出，出现大量苍蝇的原因是圈养鹅鸭所散发的臭味。,,,,,,,,,,
,,,,4,Why are there carbon and wood chips in the place of ducks and geese?,通用知识推理,To metigate the notorious smell.,木炭和木屑都具有一定吸附能力，可用于吸收臭味。,模型可以通过视频发现ducks和geese周围臭味很大，然后通过木炭和wood chip的作用分辨出它们的作用是吸收臭味。,,,,,,,,,,
,,,,5,Is Anne caring for her pets alone or she can receive help from others?,"多线索推理,人物属性建模",She is doing all that alone.,,模型可以通过对视频中人物模型进行鉴别，会发现从头到尾Anne都是自己一个人在做照料宠物的事情，并没有受到什么帮助。,,,,,,,,,,
91,https://www.youtube.com/watch?v=ecMOLPjqOE4,21:40,vlog - 亲子,1,What is Janice's marital status?,人物属性建模,Married.,,视频中多次出现“we”和“the kids”，且Janice与博主共同参与家庭露营活动，可推断为已婚状态。,,,,,,,,,,
,,,,2,Is Janice a patient woman?,人物属性建模,Yes.,,视频中Janice在充气躺椅需要风力才能使用的情况下，多次等待并尝试，最终成功充气并体验，可知她是一个有耐心的女人。,,,,,,,,,,
,,,,3,What happens when the lazy susan is inflated?,多跳推理,Deflated rapidly.,,视频中先展示了给懒人沙发充气的相关片段，然后再展现了的相关片段。,,,,,,,,,,
,,,,4,Can the Eurohike Lazy Recliner be inflated without a pump?,通用知识推理,Yes.,充气沙发“在营地像疯子一样跑来跑去捕捉风来充气”，通过快速移动使空气进入袋内，无需泵辅助。,视频中提到充气沙发“在营地像疯子一样跑来跑去捕捉风来充气”，通过快速移动使空气进入袋内，无需泵辅助。,,,,,,,,,,
,,,,5,What energy source powers the AllPowers charging kit in remote areas?,通用知识推理,Solar panels.,充电套件附带太阳能充电器且适用于无电力供应的露营场景。,视频中提到充电套件附带太阳能充电器且适用于无电力供应的露营场景，推断其依赖太阳能发电。,,,,,,,,,,
