视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,4,"Is the other iPhone, the one on the cellphone holder, a real iphone or just for decoration?",多线索推理,It's a real iPhone.,,视频中手机架上的iPhone从头到尾都没有息屏，变化也很但是模型可以通过识别该手机上唯一的变化（温度从十三度变到了十四度）来分辨出该iPhone是一台真的iPhone。,,,,,,,,,,
,,,,5,"When playing games on iPhone, can games rotate to both horizental sides or only one?",通用知识推理,One.,屏幕旋转是在iPhone上使用游戏的重要一环，但是由于手机内置逻辑，很多游戏并不能在手机上实现在想两边旋转，只能旋转到一边。,模型可以通过识别视频中博主在使用iPhone玩游戏旋转屏幕的场景推断出，苹果手机由于自身问题，并不能很好地实现游戏向两边旋转，只能转向一边。,,,,,,,,,,
77,https://www.youtube.com/watch?v=v7mkFuuag5c,22:13,测评 - 生活用品,1,Does Trisha like Harry Potter?,人物属性建模,Yes.,,视频中提到清理房间时发现妹妹Trisha有很多哈利波特的书，且按大小排列，可以推测得出她喜欢哈利波特。,,,,,,,,,,
,,,,2,What is the relationship between Trisha and Milo?,人物属性建模,Milo is Trisha's pet.,,视频中提到改造后的房间包含“猫专区”并配有猫窝、零食等，且Trisha的卧室是Milo的主要活动区域，所以可以得出结论，Trisha是宠物猫Milo的主人。,,,,,,,,,,
,,,,3,How many items are taken out in total?,多线索推理,21 items.,,视频中一共出现了21种物品，需要召回所有的测评片段，然后一一细数有21种物品。,,,,,,,,,,
,,,,4,How do flight prices vary by location?,通用知识推理,Dynamic pricing models.,用VPN切换至巴西后机票降价，说明航空公司基于用户地理位置实施动态定价策略。,视频中提到用VPN切换至巴西后机票降价，说明航空公司基于用户地理位置实施动态定价策略。,,,,,,,,,,
,,,,5,What connects sellers on TEMU to buyers?,通用知识推理,Manufacturer-direct sales.,分析TEMU商业模式时提到“cut out all middlemen”，结合“sellers are manufacturers themselves”，推断为工厂直营。,视频中分析TEMU商业模式时提到“cut out all middlemen”，结合“sellers are manufacturers themselves”，推断为工厂直营。,,,,,,,,,,
78,https://www.youtube.com/watch?app=desktop&v=kEuZS9I0awE&t=11s,20:22,vlog - 园艺,1,Is the blogger an optimistic person or pessimistic person?,人物属性建模,He is outrageously optimistic.,,模型可以通过识别视频中博主在介绍和收获果实时候的笑容和积极的语调分辨出博主是一个很乐观积极的人。,,,,,,,,,,
,,,,2,What did James harvest after getting his purple moon cailiflower?,多跳推理,Farao Cabbage.,,模型可以通过识别视频中博主采摘purple moon cauliflower来判断出之后James受过了一个Farao Cabbage。,,,,,,,,,,
,,,,3,What's the color of tuck the dog?,多模态/多语言推理,Grey on its body and brown on its head.,,博主提到了他的狗很喜欢purple moon cauliflower，并通过镜头展示了他的狗，结合视觉，可以得出他的狗身体是灰色的但是头是棕色的。,,,,,,,,,,
,,,,4,How to pick cauliflower？,通用知识推理,Using scissor.,在采摘花椰菜时，不能直接连根拔起，容易破坏土壤，而是要用剪刀只把花椰菜剪下来，剩下的部分还可以继续生长,博主在采摘花椰菜时，没有直接连根拔起，容易破坏土壤，而是要用剪刀只把花椰菜剪下来，剩下的部分还可以继续生长,,,,,,,,,,
,,,,5,What's the shape of the Shuksan strawberry? ,"多模态/多语言推理,通用知识推理",It has irregular shape.,Shuksan草莓的外形不像其他草莓那样规则光滑，而是形状比较多样，并不规则,博主在采摘Shuksan草莓时，可以发现它的的外形不像其他草莓那样规则光滑，而是形状比较多样，并不规则,,,,,,,,,,
79,https://www.youtube.com/watch?v=CQQit01HHLY,27:02,测评 - 生活用品,1,Does Molly like to wear makeup?,人物属性建模,Yes.,,视频中Molly的语言信息中直接表明对美妆的热爱，尽管失明她通过触感、记忆产品位置和质地等方式坚持化妆，所以可以看出她喜欢化妆。,,,,,,,,,,
,,,,2,What sense does Molly rely on most for applying makeup?,人物属性建模,Touch.,,视频中Molly多次强调用手感受化妆品质地和面部结构来化妆，触觉是她化妆的核心依赖。,,,,,,,,,,
,,,,3,How many beauty products are on display in total?,多线索推理,Eighteen.,,视频中一共出现了18种美妆品牌，需要召回所有的测评片段，然后一一细数有18种美妆产品。,,,,,,,,,,
,,,,4,How do blind individuals often memorize makeup palettes?,通用知识推理,By counting and texture mapping.,Molly提到她会记住眼影盘的位置，如“count and memorize”并通过触感区分质地，由此可任意推理得出结论通过计数和纹理映射。。,视频中Molly提到她会记住眼影盘的位置，如“count and memorize”并通过触感区分质地，需综合对话中她对产品记忆的描述。,,,,,,,,,,
,,,,5,How do blind individuals navigate unfamiliar spaces effectively?,通用知识推理,Mental maps and echolocation.,Molly解释盲人通过心理地图“mental maps”和被动回声定位“passive echolocation”认路，由此可以推理得出结论心理地图和回声定位。,视频中Molly解释盲人通过心理地图“mental maps”和被动回声定位“passive echolocation”认路，需从她对纽约出租车场景的描述中提炼。,,,,,,,,,,
80,https://www.youtube.com/watch?v=l_IlvoJpThQ,21:01,vlog - 居家,1,What is the father's job likely to be?,"多线索推理,人物属性建模",A baseball coach.,,Dad 提到他非常注重保持身材，希望能延长运动生命，同时也有很多他打球的片段，可推测他从事专业棒球工作，在这个年纪，应该是个教练。,,,,,,,,,,
,,,,2,Who's passionate about pizza making?,人物属性建模,Seth.,,Seth除了非常喜欢吃Pizza，还非常钻研于做pizza，所以他对于pizza最有热情。,,,,,,,,,,
,,,,3,What's the purpose of using tiles in pizza making?,通用知识推理,To make better crust.,Seth一直想让home pizza有外面pizza店里那种脆感，为此他尝试用瓷砖来烤pizza。,模型可以定位到兄弟几个烤pizza的片段，Seth的目的是让pizza更脆，他用的方法是使用瓷砖，因此可推测瓷砖的作用是让pizza更脆。,,,,,,,,,,
,,,,4,"Coming back from the grocery shopping, what should be put into placed first? ",通用知识推理,Milk and freezer food.,他们把需要冷藏和冷冻的食物放在一起，回家后先把它们放冰箱，因为时间过长会导致食物变质。,模型可以定位到他们回家后整理食物的过程，要先把需要冷藏的食物放冰箱。,,,,,,,,,,
,,,,5,Where do they shop for groceries?,多线索推理,Large malls like Costco or Sam's and local stores.,,Paul在视频结尾说他们在Costco 或Sam‘s 这样的大超市买大宗商品；妈妈在中间采访的时候说，除了定期大采购，他们还需要再local store买些临时需要的东西。,,,,,,,,,,
81,https://www.youtube.com/watch?v=5JaA5eFDOE0,26:33,vlog - 派对,1,Has Jasmine changed a lot since graduation? ,人物属性建模,Yes.,,模型需要定位到Jasmine说自己染了头发，并且给我们展示了重新装修后的房间，由此可知她在毕业后做了很多改变。,,,,,,,,,,
,,,,2,What kind of store is Dollar Tree? ,通用知识推理,A grocery store.,视频中Jasmine说自己到了Dollar Tree，并说自己要买花瓶、水晶珠子、茶、蜡烛等，由此可知Dollar Tree是一个杂货店。,模型需要定位jasmine在车内说话的片段，根据片段内容可知他们到Dollar Tree是买花瓶、水晶珠子、茶、蜡烛等东西，因此Dollar Tree是一个杂货店。,,,,,,,,,,
,,,,3,Is the red rose color difficult to cover with spray paint? ,通用知识推理,Yes.,视频中jasmine说她让威廉用喷漆喷了三次才把红玫瑰变成金色，由此可推测红玫瑰的颜色很难被喷漆盖住。,模型需要定位jasmine介绍玫瑰墙的片段，根据片段中的内容可推测红玫瑰的颜色很难被喷漆盖住。,,,,,,,,,,
,,,,4,What is Jasmine's educational background? ,"多线索推理,人物属性建模",Master's degree.,,模型需要根据多个片段，片段中多人多次提到了Jasmine硕士毕业，并且她母亲还提到jasmine将会继续攻读博士，因此可知jasmine目前是硕士学历。,,,,,,,,,,
,,,,5,How many people made a speech at the party? ,多线索推理,Four.,,模型需要定位多个片段，识别出在派队上拿话筒不同的发言者，经过统计可知有四个人在party上发言了。,,,,,,,,,,
82,https://www.youtube.com/watch?v=2y3yo9a7BD4,23:26,测评 - 美妆产品,1,What color system does the Extreme Gelpresso Pencil Liner only provide?,"多线索推理,通用知识推理",Brown.,Extreme Gelpresso Pencil Liner这款眼线笔有灰棕色，浅棕色和深棕色等供顾客选择，但无一例外颜色全部是棕色系的,博主在介绍Extreme Gelpresso Pencil Liner这款眼线笔时，画面出现了这款产品的颜色选择，有灰棕色，浅棕色和深棕色等，无一例外全部是棕色系的,,,,,,,,,,
,,,,2,Does Tina prefer to use whole false eyelashes or segmented false eyelashes？,"多线索推理,人物属性建模",Segmented false eyelashes.,,博主说自己去韩国化妆时，化妆师都会把假睫毛剪成一小段一小段的，博主觉得有点麻烦，索性直接买的分段式睫毛，无论采用哪种方法，博主都更喜欢分段式睫毛,,,,,,,,,,
,,,,3,Is Cilhouette's heated eyelash curler safe?,"多模态/多语言推理,通用知识推理",No,博主实际使用Cilhouette睫毛器的时候表示，机器靠近眼睛的时候会有明显的热感，还哎呀一声叫了出来，而且睫毛器的形状设计导致它不容易夹到眼角的睫毛。这个东西要卖三四十美元，尽管她自己觉得这是为安全性付出的代价，但实际效果不会骗人，这个小东西就是不太安全的，会灼烧皮肤。,博主测评了一款加热式的睫毛器，先展示了该工具的外观，她说质感稍微有点儿塑料，已经隐隐约约担心质量了。,,,,,,,,,,
,,,,4,What color jewelry does Tina like？,人物属性建模,Golden,,比如博主在向手上滴乳液的时候可以看到博主的戒指和手链，在测评其他化妆品时也可以看到她的耳环和项链，全部是金色的，她肯定喜欢金色系的首饰。,,,,,,,,,,
,,,,5,Which brand did Tina introduce after Banana?,多跳推理,Laneige,,介绍完Banana的下一个产品是Laneige家的，粉粉的lip balm。,,,,,,,,,,
83,https://www.youtube.com/watch?v=Ya-1qxswcLI,53:56,纪录片 - 自然,1,Do Lola and Tom both have long hair or short hair?,"多线索推理,人物属性建模",Long hair,,分别观察出现Lola和Tom的片段，这两个人一女一男，都是长头发。,,,,,,,,,,
,,,,2,Is Tom a strong or weak person?,人物属性建模,Strong,,定位到Tom回忆自己的一次头部受伤经历，她经历了很痛苦的抑郁期，但是现在不仅恢复健康，还为环保继续努力奔波着，很坚强。,,,,,,,,,,
,,,,3,What kind of worm did George find after he caught the earthworms?,多跳推理,Earwig,,George一出场就各种抓虫子，抓完蚯蚓抓地蜈蚣。,,,,,,,,,,
,,,,4,Is George courageous or timid?,人物属性建模,Courageous,,字幕提示George是个作家，但他自己说热爱土壤，一直在展示自己徒手抓虫子的本领，也毫不介意虫子在手上爬来爬去，胆儿大。,,,,,,,,,,
,,,,5,Are Muriquis carnivorous or plant-eating?,"多模态/多语言推理,通用知识推理",Plant-eating,在Muriquis猴子的粪便里发现了种子，所以应该是主要吃水果、植物类食物的，此外也可以看到猴子粪便有绿有黄，也可以表现出水果，蔬菜的饮食习性。,Mauro没说这种猴子的食物主要是什么，但是在展示猴子粪便里发现了种子，那猴子应该是主要吃水果、植物类食物的，此外也可以看到猴子粪便有绿有黄，也可以表现出水果，蔬菜的饮食习性。,,,,,,,,,,
,,,,6,Is Rebecca a sentimental or aloof person?,人物属性建模,sentimental,,Rebecca回忆哥斯达黎加森林退化的历史，提到了自己的家人，回忆起自家人对森林做过的事，她情绪明显有些激动，可推断出是个感性的人。,,,,,,,,,,
,,,,7,How many physicists appear in this video?,多线索推理,One,,需要注意每一位科学家出场时字幕提示的头衔，好几位生态学家和生物学家，搞物理的就一位。,,,,,,,,,,
,,,,8,Do primates contribute significantly to seed dispersal?,通用知识推理,Yes,灵长类都是喜欢在树林间穿梭的，明白了这种猴子是如何散播种子的，可以推知其他灵长类也是如此。,Mauro以视频里的猴子为例，说明它在传播种子、防止森林退化，进而维持碳存储水平方面的作用，可以举一反三，其他像猴子一样上蹿下跳的动物也有这个作用。,,,,,,,,,,
,,,,9,How many female ecologists are there in this video?,多线索推理,Two,,一要注意谁是生态学家，而要记录每位科学家的性别，ecologist不只两位，但女性ecologist只有两位。,,,,,,,,,,
84,https://www.youtube.com/watch?v=-XqIT_xLILQ,22:37,测评 - 服装,1,Is Kelsey's baby over two years old now?,"多线索推理,人物属性建模",No.,,视频开头博主先介绍了近况，她生孩子了，是去年也就是2023年metgala那天怀的孕，而metgala一般是在5月举办，现在是2025年，小孩还不到两岁。,,,,,,,,,,
,,,,2,Does Zendaya have good fashion taste or bad?,人物属性建模,Good.,,博主第一个评价的就是赞达亚，赞达亚在Mate Gala上分别穿了两套走了两次红毯，而且都得到了博主们的一致赞赏，超越了其他明星。博主评价赞达亚在社媒上的表现，穿什么都很自信，穿什么都有自己的风味，赞达亚时尚感很好,,,,,,,,,,
,,,,3,Is it rare or common for celebrities to show two outfits at the Met Gala?,通用知识推理,Rare.,met gala具体有什么要求本视频没有过多介绍，但是从博主的反应以及综合其他明星的表现，可以知道一次忙活两套服装的人很罕见。,综合所有博主评价过的明星装扮，只有赞达亚一个人展示了两套衣服，博主老公也发出疑问：好像没有人这么做吧？,,,,,,,,,,
,,,,4,Did the men at the Met Gala dress more interestingly than the women?,"多线索推理,通用知识推理",No.,尽管met gala是一年一度的时尚盛会，男星装扮也难逃枯燥，博主也没有花太多力气去点评他们。,从博主评价的总数来看，男明星就比女明星少很多。从具体的装扮来看，男明星基本就是西装的基础上加一点设计而已，女明星的裙子倒是五花八门，充满想象力。,,,,,,,,,,
,,,,5,Were there more or fewer than two female celebrities wearing black dresses at the 2024 Met Gala?,多线索推理,More than two.,,比如赞达亚的第二套长裙、Cardi B的石油泄露装，穿黑色裙子还有另外几位，只不过没这么惹眼。,,,,,,,,,,
,,,,6,What color shirt is Kelsey's baby wearing?,多模态/多语言推理,Blue,,视频开头就听见小baby的声音，博主也讲明了自己怀孕生子的事情，但是小孩到视频最后才出镜，小衣服是蓝色的。,,,,,,,,,,
,,,,7,Did Keysey have a drink or dance before introducing the brooklinen?,多跳推理,She had a drink,,在插播广告之前，两口子还啰嗦了一会儿，喝了饮料，没跳舞。,,,,,,,,,,
85,https://www.youtube.com/watch?app=desktop&v=kZ2k2RVbaB8&t=690s,31:07,vlog - 园艺,1,What did the blogger harvest after tomatoes?,多跳推理,She went to harvest cantoloupe.,,模型可以通过识别视频中博主在harvest橙色红色西红柿之后拿着剪刀伸向了cantaloupe，推断出该答案。,,,,,,,,,,
,,,,2,What's the blogger's attitude towards the cantoloupe?,"多线索推理,人物属性建模",She loves cantoloupe.,,模型可以通过博主对cantoloupe的评价，去年没种好，今年种了一点，如果种好了明年还会重新种得出，她十分喜欢cantoloupe。,,,,,,,,,,
,,,,3,Why are there squash bugs under the Kadri melon?,通用知识推理,It's a cucurbit with appealing scent and sap.,Kajari Melon属葫芦科植物，散发的香甜气味、汁液成分符合其偏好，且生长环境适宜squash bugs生存繁衍。,模型可以通过视频中的squash bug 聚集在Kadri melon和该melon为虫子提供的香味，营养，舒适环境推断出该答案。,,,,,,,,,,
,,,,4,How many days did the harvest last for this time?,多线索推理,Two days.,,模型可以通过识别视频中两天不同的天气，博主因为storm而要停止收菜的表达看出此次收获共持续了两天。,,,,,,,,,,
,,,,5,How will the Fox Glove be treated later?,通用知识推理,It will be left there as decoration.,毛地黄中有强心苷类化合物，如地高辛、洋地黄毒苷，食用后会对人体健康造成危害。,模型可以通过视频中博主在展示Fox Glove时对花的评价”好看，但有毒“可以推断出，这株草会被留在那里作装饰。,,,,,,,,,,
86,https://www.youtube.com/watch?v=tqZEEYd3YHQ,24:54,vlog - 园艺,1,Why does Melissa separate the roots of her plants?,人物属性建模,Roots that are too large and intertwined are not good for plant growth.,,模型需定位Melissa对于该株植物的阐述，她表示，根系相互缠绕，而且有的部分的叶子有腐烂的迹象，因此拆分了,,,,,,,,,,
,,,,2,What kind of environment is Anthurium green maｍba suitable for?,通用知识推理,High humidity.,绿曼巴花烛是热带植物爱好者的进阶选择，只要提供稳定的温湿度和柔和光照，它能展现出极具野性的叶片美感,模型需定位Melissa在叙述自己在高湿度的环境下培育绿蔓芭花烛的片段。,,,,,,,,,,
,,,,3,What do I need to be aware of when changing pots?,通用知识推理,Get a bigger one.,换盆时要选比原盆大 5cm 的容器，用疏松透气的土壤，并避免伤到根系，,模型需定位Melissa在叙述自己要给该植物换盆时的片段，她表示要换比现在的盆大5inches的盆,,,,,,,,,,
,,,,4,What does Melissa think about hoya mitrata silver coming back to life?,人物属性建模,Amazed and surprised.,,模型需定位MELISSA在叙述这株植物曾经濒临死亡，但是在光照下又恢复生机，长出了紫色的叶子十分美丽。,,,,,,,,,,
,,,,5,How does Melissa breed hoya mitrata silver?,多线索推理,Keep humidity high and put in stratum.,,博主在介绍hoya mitrata silver时，说到自己会把它放在cabinet里，并且在过去的一周里，自己一直在给它浇水，让它适应高湿环境，因此可归纳出博主养hoya mitrata silver的两种方法：放在cabinet里分层养护，并勤浇水湿度高,,,,,,,,,,
87,https://www.youtube.com/watch?v=eiS_ShuqmBc,31:10,测评 - 美妆产品,1,What model does Trixie follow for purchasing cosmetics?,人物属性建模,Patterns of Big Data Push.,,模型需定位Trixie表述自己购买化妆品的顺序的片段，他说自己这次买的化妆品都是按照亚马逊推送的产品购买的,,,,,,,,,,
,,,,2,What does Amazon push products to customers according to?,通用知识推理,Specific algorithm.,是一系列清晰、明确的指令或步骤，用于解决特定问题或完成特定任务。你可以把它想象成一个“烹饪食谱”——按照步骤操作，就能得到预期的结果。,模型需定位Trixie表述自己购买化妆品的顺序的片段，他说自己这次买的化妆品都是按照亚马逊推送的产品购买的，亚马逊的机制是按照特定的算法运行的。,,,,,,,,,,
,,,,3,How does Trixie deal with the redness on her face?,人物属性建模,Mist to calm the skin.,,模型需定位Trixie在化妆前先喷了很多喷雾来镇定肌肤，缓解泛红,,,,,,,,,,
,,,,4,What ingredients will an anti-ageing skincare product contain?,通用知识推理,Silicon (chemistry).,硅在护肤品中可以起到填补细纹与即时平滑效果,模型需定位Trixie在叙述有关抗老护肤品的片段，他表示里面的硅可以让底妆更服帖。,,,,,,,,,,
,,,,5,Does Carla's secret have a large capacity?,多线索推理,No．,,模型需定位Trixie在比较两款化妆品的重量的片段，明显Carla's secret的重量更轻。,,,,,,,,,,
88,https://www.youtube.com/watch?v=MaStjHoN8RE,20:16,vlog - 派对,1,Does the blogger have a habit of having a side split hairstyle during her youth?,人物属性建模,No.,,博主表示是看见了朋友侧分了头发，所以她今天也想侧分，她大概从12岁起就不侧分头发了，可知博主以前不怎么侧分,,,,,,,,,,
,,,,2,Wha's the color of the blogger's nail?,多模态/多语言推理,Black and white.,,视频中有几个片段出现了博主的指甲，可以看到她的美甲是黑色的，上面有白色的图案,,,,,,,,,,
,,,,3,Does the blogger like to stay in bars or somewhere like these?,人物属性建模,Yes.,,博主和朋友来到酒吧时，博主全程显得十分兴奋，一直大笑，尖叫，摇动身体，可以看出她是很喜欢酒吧这样的场合的,,,,,,,,,,
,,,,4,Which female singer had been invited by Coachella？,通用知识推理,Lana Del Rey.,"博主去参加了科切拉音乐节，舞台上在唱着summer sadness,这是美国女歌手Lana Del Rey的歌","博主去参加了科切拉音乐节，舞台上在唱着summer sadness,这是美国歌手Lana Del Rey的歌，可见美国歌手Lana Del Rey被邀请过",,,,,,,,,,
,,,,5,What's kind of the brand MinGa London is?,"多模态/多语言推理,通用知识推理",Clothing brand.,在介绍穿戴时，博主摆弄着自己的上衣说，这是MinGa London寄给我的，因此可推断，MinGa London是服装品牌,在介绍穿戴时，博主摆弄着自己的上衣说，这是MinGa London寄给我的，明显可推断出MinGa London是服装品牌,,,,,,,,,,
89,https://www.youtube.com/watch?v=uygFuBUIkPI&list=LL&index=5,20:04,vlog - 特殊事件,1,What is Manny’s job?.,"多线索推理,人物属性建模",Influencer.,,模型需要对Manny进行识别，由于Manny在视频中出现很早，但名字一直到末尾才出现，模型需要将人物本身与名字相对应，并通过长期追踪，对Manny职业进行判断。,,,,,,,,,,
,,,,2,How do firefighter paramedics in Oakland ensure safety at a car crash scene? ,"多模态/多语言推理,通用知识推理",Making sure the vehicle is shut off.,在车祸现场，firefighter paramedics到达后，第一件事情就是确定车祸事故车辆是否已经确认关闭，当Manny询问这么做的原因，firefighter paramedics回答为了不再造成二次伤害。由此推断，firefighter paramedics通过确认车辆已经完全关闭来保车祸证现场安全,模型需要定位到firefighter paramedics处理车祸现场的片段，通过firefighter paramedics的现场处理方法以及和Manny的对话，可对确认车辆已经完全关闭来保车祸证现场安全这一结论进行推断。,,,,,,,,,,
,,,,3,Is Manny an honest person or hypocritical person? ,人物属性建模,Honest person.,,模型许定位到firefighter paramedics和Manny喝咖啡的片段，firefighter paramedics在请Manny和咖啡时，Manny说如果咖啡不好喝，自己会如实说，由此片段，模型可判断Manny是一个诚实的人。,,,,,,,,,,
,,,,4,What is the minimum requirement to become a firefighter paramedic in Oakland? ,通用知识推理,At least EMT certified.,Manny在采访firefighter paramedics的队员时，队员说到firefighter paramedics每个人都是有EMT，否则无法在firefighter paramedics工作，由此推断，EMT certified是firefighter paramedics的最低要求。,模型需要定位到Manny采访firefighter paramedics队员的片段，通过firefighter paramedics队员的采访内容，模型可推断firefighter paramedics最低要求就是要有EMT。,,,,,,,,,,
,,,,5,What type of the first call to the firefighter paramedics during the day?,"多线索推理,多跳推理",Car accident.,,firefighter paramedics在白天和晚上都有出警，模型应该根据问题先定位到白天出警的片段，再从白天出警的多个片段中找出，白天第一次出警的事件是什么类型的事件。,,,,,,,,,,
90,https://www.youtube.com/watch?v=ICxDRxVLQEY&list=LL&index=137,20:27,纪录片 - 自然,1,What is Yaheya’s job during the trip in Socotra?,"多线索推理,人物属性建模",Tour guide.,,模型需要对Yaheya进行识别并长期追踪，通过Yaheya在Socotra旅途中的表现，介绍Socotra当地风俗景点等行为，模型可对Yaheya为Socotra的导游做出判断。,,,,,,,,,,
,,,,2,Does Socotra Island support polygamy? ,通用知识推理,"Yes, it does.", Salam在飞机偶遇回Socotra娶第二个妻子的Hamad，Hamad介绍在Socotra岛上可以娶四五个妻子都没有问题，由此判断Socotra支持一夫多妻制度。,模型需要定位到Salam在飞机偶遇Hamad的片段，通过Hamad和Salam的谈话，在Socotra可以娶很多妻子，模型可推断Socotra岛上是一夫多妻制度。,,,,,,,,,,
,,,,3,What is the relationship between Salam and Sam? ,人物属性建模,Cousins.,,模型需要定位到Salam and Sam在Socotra岛相遇的画面，通过二人之间的谈话，模型可推断Salam and Sam两人是表兄弟关系。,,,,,,,,,,
,,,,4,What kind of tools do people in Socotra use to eat? ,"多模态/多语言推理,通用知识推理", They eat with their hands.,Salam和Yaheya在Socotra岛上吃饭时，参观服务员提供了勺子，但Yaheya作为Socotra岛当地人还是用手抓饭吃，由此推断Socotra岛当地人吃饭时用手当做工具抓饭吃,模型需要定位到Salam和Yaheya在Socotra岛上吃饭的片段，通过多模态结合画面中Yaheya作为Socotra岛当地人还是用手抓饭吃的习惯，对Socotra岛当地人吃饭时用手当做工具抓饭吃进行推断。,,,,,,,,,,
,,,,5,What vehicle did Salam use to get to Yaheya’s house? ,"多跳推理,多模态/多语言推理",Car.,,模型首先需要定位到Salam和Yaheya回家的片段，才能结合多模态对Salam和Yaheya回家乘坐了什么交通工具做出回答。,,,,,,,,,,
91,https://www.youtube.com/watch?v=qITKwb8WBbw&list=LL&index=18,22:00,vlog - 居家,1,What is Reachel’s favorite puppy? ,"多线索推理,人物属性建模",Snowball.,,模型需要对Reachel进行识别并长期追踪， 通过Reachel对待两只狗狗的态度，模型可判断Snowball是Reachel最喜欢的小狗,,,,,,,,,,
,,,,2,What tool makes the drinking contest's result more fair when the difference isn't obvious to the naked eye?,通用知识推理,Weight scale.,Kaycee和Reachel比赛喝饮料，两人最后在相同杯子里剩下的量肉眼看上起差不多，最后用非常精准的小秤称重才决出Kaycee是胜者。由此判断，Weight scale可以保证在肉眼看不出的喝饮料比赛中使结果更加公正。,模型需定位到Kaycee和Reachel比赛喝饮料，通过姐姐肉眼看不出两人谁胜谁负，最后用Weight scale决出胜利者，模型可推断，Weight scale可以在肉眼决不出胜负的喝饮料比赛中保持公正。,,,,,,,,,,
,,,,3,What is the relationship between Kaycee and Reachel?,"多线索推理,人物属性建模", Sisters.,,模型需要对Kaycee and Reachel进行识别并长期追踪， 通过Kaycee and Reachel在阳台中的表现以及两人的互动，可以判断两人为姐妹关系。,,,,,,,,,,
,,,,4,What makes the fruit drink taste better when making it? ,通用知识推理,Sprite.,Kaycee和Reachel制作饮料时，两人都争着想要Sprite，通过Kaycee获得Sprite后Reachel极力争取换一些Sprite，以及Kaycee用Sprite制作的饮料比Reachel用其他东西制作饮料更好喝，可以推断，在制作饮料时加入Sprite会让饮料更好喝。,模型需定位到Kaycee和Reachel制作饮料片段，通过两人争着要Sprite，以及最后比赛结果，模型可推断，在制作饮料时加入Sprite会让饮料更好喝。,,,,,,,,,,
,,,,5,What themes of shelter items can Kaycee and Reachel choose for their balcony?,多线索推理, Modern and native.,,模型需要结合对个片段，对Kaycee and Reachel阳台的布置主题，进行搜集，可得出阳台shelter可选择两个主题为 Modern and native,,,,,,,,,,
92,https://www.youtube.com/watch?v=JkpR2SdfcF4&t=14s,28:08,综艺 - 表演/选秀,1,Is Matt a smart person or a silly one?,人物属性建模,A silly one.,,模型需要对Matt这一人物进行识别，并长期追踪，通过matt想拍体操运动员的照片，但最后却按成自拍模式，拍了一堆自己的照片，模型可推测Matt是一个笨笨的人。,,,,,,,,,,
,,,,2,What device can help solve the theft case at home?,"多线索推理,通用知识推理",A security camera.,Rebecca and Matt对拿走了写着宝宝性别的揭晓单的人一筹莫展时，通过security camera找到了嫌疑人的一些线索，由此推断security camera可以帮助解决theft case 提供线索。,模型需要定位Rebecca and Matt通过security camera找到了嫌疑人的一些线索的片段，通过线索逐一排除嫌疑人，模型可推断security camera可以帮助解决theft case 提供线索,,,,,,,,,,
,,,,3,What is the relationship between Rebecca and Matt?,"多线索推理,人物属性建模",They are husband and wife.,,模型需要对Rebecca and Matt这两个人物进行识别，并长期追踪，通过Rebecca and Matt两人之间的互动，称呼以及共同揭晓孩子性别，可对两人夫妻关系进行判断。,,,,,,,,,,
,,,,4,What tool can help identify the thief’s fingerprints?,通用知识推理,A black light.,Rebecca 通过 black light照在嫌疑人留下的纸张上，成功找到了嫌疑人的手印。由此推断， 在嫌疑人留在的东西上，可以通过black light嫌疑人手指纹路信息。,模型需要定位Rebecca 通过 black light成功找到了嫌疑人的手印的片段，模型可推断black light照射在在嫌疑人留下的东西上，可以帮助我们获取嫌疑人手指纹路信息,,,,,,,,,,
,,,,5,How many suspects were there in the theft of Rebecca’s gender reveal?,多模态/多语言推理,Nine.,,Rebecca在视频中说这些都是偷走自己孩子gender reveal的嫌疑人呢，此时画面中出现了九位体操小孩的头像，模型结合视觉和听觉，分析画面，可对嫌疑人的人数进行判断。,,,,,,,,,,
93,https://www.youtube.com/watch?v=Cs_UNJSvjQU&t=7s,20:10,综艺 - 游戏,1,Is Payton good at gymnastics and cheerleading? ,人物属性建模,"Yes, she is.",,模型需要定位到Anna介绍Payton的片段，通过Anna的介绍，模型可推断Payton擅长体操和领队拉拉队的人,,,,,,,,,,
,,,,2,What gymnastics move helps stretch the body better?,"多模态/多语言推理,通用知识推理",Split.,Anna在比赛前说自己要好好拉伸一下身体，准备接下来的比赛。画面一转，Anna直接劈叉下去，由此判断，体操动作Split可以帮助拉伸身体。,模型需要定位Anna在比赛前拉伸的片段，通过结合视频画面中Anna做出拉伸的体操动作，运用多模态，模型可判断体操动作Split可以帮助拉伸身体,,,,,,,,,,
,,,,3,What is the relationship between Liv and Kate?,"多线索推理,人物属性建模", They are teammates.,,模型需要对 Liv and Kate这两个人物进行识别，并进行长期追踪，通过 Liv and Kate两人之间的互动，可对两人是在在一个啦啦队的队友之间的关系进行判断。,,,,,,,,,,
