视频序号,视频_url,视频长度（min）,视频类型,问题序号,"问题
","问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
60,https://www.youtube.com/watch?v=kCbrz1q-6gY,26:56,综艺 - 纪实（真人秀）,1,Where do the live audience of the Master Chef Canada generally be located to watch the show? ,"多模态/多语言推理,通用知识推理",On the second floor of the show venue.,All the audience are on the second floor of the show venue in the Master Chef Canada.,视频为节目的精彩集锦，听觉有厨师的家属等人的声音为厨师加油，视觉所有出现观众的画面都在室内现场二楼站着看。,,,,,,,,,,
,,,,2,What is Miranda's mother's occupation?,人物属性建模,A chef.,,Miranda讲述自己是跟妈妈学习，以及妈妈以糖霜闻名，推测妈妈也是个厉害的厨师。,,,,,,,,,,
,,,,3,Does Christopher's cooking style tend to be traditional classic or innovative fusion?,"多线索推理,人物属性建模,多模态/多语言推理",Innovative fusion.,,听觉Christopher介绍自己做的菜，视觉他的菜的摆盘以及制作过程。,,,,,,,,,,
,,,,4,Is a whole fish as a dish common on the dining tables on the East Coast of the United States? ,通用知识推理,No.,"Fish dishes on the East Coast are usually presented in the forms of fish fillets, fish steaks and so on. ",Jennifer来自东海岸，表示自己从来没有处理过一条完整的鱼，即使她是一名厨师，说明这个地区的餐桌上直接将一条完整的鱼作为菜肴并不常见。,,,,,,,,,,
,,,,5,"Among all the dishes, who received a bad evaluation from the judges? ",多线索推理,Nobody.,,综合所有菜品完成后的评委评价可知。,,,,,,,,,,
61,https://www.youtube.com/watch?v=f1b13DjXU18,21:25,纪录片-历史纪实,1,What is Gus Hales' attitude towards the British government?,"多线索推理,人物属性建模",He holds a strongly critical attitude.,,Gus认为英国政府通过remembrance Bush美化战争，并利用家庭协会掩盖真相，提到英国政府操控舆论等。,,,,,,,,,,
,,,,2,Is Ben proud of being a member of the SAS troops?,人物属性建模,No.,,Ben在SAS执行任务时会闯入民宅，带走所有手机、钱、武器、电脑、证件等物品，而被带走的人会被送往监狱遭受酷刑，他意识到自己的行为与萨达姆的爪牙相似，最终拒绝返回伊拉克。,,,,,,,,,,
,,,,3,What is the most core and main form of opposition in West Belfast?,通用知识推理,Political opposition based on sectarian differences.,The different religious sects in West Belfast have led to fundamental differences in political stances. ,贝尔法斯特西部约90%是天主教民族主义者和共和党人，而剩下约10%是联合主义者，双方在政治立场上存在根本分歧，天主教民族主义者和共和党人倾向于与爱尔兰统一，而联合主义者则希望维持与英国的联盟关系。,,,,,,,,,,
,,,,4,What is the core motivation for IRA members to shift to peace work? ,通用知识推理,Experience of long-term imprisonment and political compromise of the Good Friday Agreement. ,"Seanna was released due to the Good Friday Agreement, and Tommy had the experience of being imprisoned several times. ",Joe希望通过自身经历，让年轻人认识到冲突对社区的危害，Seanna在1998年依据《耶稣受难日协议》获释，该协议为IRA成员提供了政治上的妥协空间，推动他们放下武器，转向和平工作，Tommy有着多次被捕入狱的经历，长期的监禁生活让他深刻体会到冲突带来的痛苦，进而促使他在出狱后致力于推动社区和解。,,,,,,,,,,
,,,,5,Are other people all holding a positive attitude towards the reflections of former British soldiers? ,多线索推理,No.,,IRA成员如Joe、Danny对前英军士兵的反思持相对开放和欢迎的态度，部分受害者家属对前英军士兵的反思持怀疑或保留态度。,,,,,,,,,,
62,https://www.youtube.com/watch?v=pgk-719mTxM,38:34,教学 - 课堂互动,1,What is the relationship between Mr. Hester and Miss Slack?,人物属性建模,They are colleagues.,,Mr. Hester提到学生的活页夹只有在英语课和Miss Slack的演讲与作文课上可以共用，说明他们在同一所学校教学，且课程有联系。,,,,,,,,,,
,,,,2,Does Mr. Hester value time management? ,"多线索推理,人物属性建模",Yes.,,Hester在布置任务会限定时间并设置闹铃，还会计时学生交作业的速度，对于学生交作业速度越来越快表达夸奖。,,,,,,,,,,
,,,,3,Which educational tier does LPS Richmond belong to?,通用知识推理,Secondary education.,The ninth grade classroom.,该课堂为九年级的课堂，相关作业布置都是针对九年级学生，老师提到学生成绩比所在地区其他公立高中高，要帮助学生进入好大学。,,,,,,,,,,
,,,,4,How can teachers optimize the homework submission process to improve efficiency in classroom management?,通用知识推理,Plan homework relay routes and set up speed competitions.,The teacher designs a relay-style homework delivery system.,老师通过提前规划作业传递的路径减少混乱，并用传递速度竞赛来提升学生的参与动机，效果很好，学生交作业的速度越来越快。,,,,,,,,,,
,,,,5,"When assigning the letter homework, does Mr. Hester force students to write according to the template? ",多跳推理,No.,,在布置信件作业片段，老师要求学生写一封信介绍自己，信不能留超过三行空白，至少要写到指定的横线处，可选择在给定的纸上依据模板写，也可从空白纸张写。,,,,,,,,,,
63,https://www.youtube.com/watch?v=hjvvkCB87Co,41:59,教学 - 艺术,1,What is David Marvel's job? ,人物属性建模,He is a painter.,,视频中作者在介绍David时，提到了他的优秀绘画做饼，并且从他那里订购了一幅画，可以推断出结果。,,,,,,,,,,
,,,,2,How many times did David Marvel pour colors into the first plastic cup?,多线索推理,Sixteen times.,,通过视频中大卫在向塑料杯中倒入颜料的这个过程，可以看到总共倒入了16次颜料才结束。,,,,,,,,,,
,,,,3,"Which treatment should be carried out first during the fluid creation process, regularization or destruction?","多线索推理,通用知识推理",Regularization treatment.,关于流体艺术创作的一般流程,视频中，作者在教David制作时，现要求David对颜料的规则化约束，等这一步完成后，再打破规则化，实现作品创建。,,,,,,,,,,
,,,,4,Is fluid art reproducible or unique?,通用知识推理,Unique.,涉及到流体艺术作品的属性,视频中，通过观察流体艺术的创作过程，可以发现主要通过液体流动的随机性来达到作品的自然美，所以很难复制。,,,,,,,,,,
,,,,5,Which kind of artistic talent does David have the highest level in? ,人物属性建模,Painting.,,视频中提到David并没有经过专业的绘画学习，但一次偶然的机会让他发现了自己的天赋，并且能创造出优秀的作品，可以推断出结果。,,,,,,,,,,
,,,,6,Is David Marvel a humorous person or a serious one?,"人物属性建模,多模态/多语言推理",He is a humorous person.,,通过观察视频中David Marvel交流时的动作，对话时的语言，得出结果,,,,,,,,,,
,,,,7,What is the author's purpose of installing thumbtacks under the canvas?,多线索推理, To facilitate picking up and protect the canvas edges.,,作者提到直接拿起画布容易弄脏手，同时提到画布边缘也会留下很好的图案，直接放在桌子上会破坏这个图案。,,,,,,,,,,
,,,,8,How many times did David Marvel add white to the first plastic cup?,多模态/多语言推理,Three times.,,通过视频，David在第一次就先加入了白色，在中间过程中通过画面可以看到又加入了一次白色用来分层，最后提出想要以白色开始以白色结束。,,,,,,,,,,
,,,,9,Why did the artist scrape off the droplets at the edges of the canvas?,多线索推理, To prevent the artwork from being lifted up.,,作者在David倾斜这一步完成后，主动将边缘流下的液滴刮去，提到不刮去等到凝固后很容易会把整个作品从画布上带起来。,,,,,,,,,,
,,,,10,What’s the difference between Jeremy’s and David’s plastic cups?,多线索推理,Jeremy’s cups have pins underneath.,,通过视频中可以观察到，Jeremy使用的塑料杯下存在销钉，他通过倒扣塑料杯并拔出销钉来使颜料全部流出。,,,,,,,,,,
64,https://www.youtube.com/watch?v=LWZmxgrsLXQ,37:31,综艺 - 游戏,1,Who has the least amount of money? ,多线索推理,Fletcher.,,通过视频，在进行购买的过程中，可以明确Fletcher只获得了25美元，另外两个人一个获得了100美元，一个获得了250美元。,,,,,,,,,,
,,,,2,Does the air temperature have a big or small impact on fish biting the hook?,通用知识推理, It has a big impact,涉及到钓鱼中，对钓鱼有影响的因素。,在视频中，Noah提到气温比较低，鱼会更加挑剔，可以知道气温对鱼咬钩的影响大。,,,,,,,,,,
,,,,3,Is Noah competitive or indifferent to winning or losing? ,"多线索推理,人物属性建模",He is competitive.,,视频中Noah多次提到自己想要赢下比赛，并且想方设法地钓更大的鱼。,,,,,,,,,,
,,,,4,What is Connor's fishing skill level? ,"人物属性建模,多模态/多语言推理",Excellent.,,视频中可以观察到Conner钓鱼时的动作熟练。并且最后他赢下了这场比赛。,,,,,,,,,,
,,,,5,Is the fishing rod of the Zebco brand cost-effective or not cost-effective?,通用知识推理,It is cost-effective.,关于Zebco这个品牌鱼竿的优势,视频中Fletcher获得了最少的预算，但是他使用这些预算购买了一套Zebco的鱼竿，并且在钓鱼过程中也展现出了不错的效果。,,,,,,,,,,
65,https://www.youtube.com/watch?v=p-CTdP8WNRU,23:38,测评 - 体育用品,1,How many blades are there at least on a broadhead arrow?,通用知识推理,At least two blades.,关于可扩展宽箭头的属性,观察视频，可以发现作者在测试时箭头所携带的刀片数量一般是两片到三片。,,,,,,,,,,
,,,,2,What should you do about the deer's scapula area when hunting deer?,通用知识推理, Avoid it.,狩猎鹿时进行射击时要注意的事项,视频中在评价穿透力较弱的箭头时，提到如果射击到鹿的肩胛骨可能会让鹿逃脱。,,,,,,,,,,
,,,,3,How many types of arrowheads were tested in total? ,多线索推理,Five types.,,从整个视频进行观察，可以看到总共出现了五种箭头，作者进行了射击木板测试并给予了评价。,,,,,,,,,,
,,,,4,Is Zack proficient or unskilled in archery? ,"多线索推理,人物属性建模",Proficient.,,视频中有Zack进行设计操作，再根据他提到自己进行狩猎的经历，可以推断出结果。,,,,,,,,,,
,,,,5,What kind of work does the Zack mainly engage in? ,人物属性建模,The development and production of arrowheads.,,视频中作者提到这些箭头是他们的作品，并且讲解了这些箭头的优缺点，想要销售这些箭头。,,,,,,,,,,
66,https://www.youtube.com/watch?v=0qiDRTsntiU,32:21,教学 - 技能,1,"Which country has stricter waterproofing construction standards for tile showers, Germany or the United States? ",通用知识推理,Germany.,德国更严格控制防水效果，选择更加专业的材料，强调更高的防水性能和耐久性，以确保长期的使用和防渗透能力。,视频内容：Isaac提到在德国不允许像美国一样使用薄层砂浆来粘合防水膜，他们必须使用防水材料来粘合这些膜，例如 双组分浆料或 MS聚合物密封剂。——>推理：德国在建筑防水规范上比美国更加严格。,,,,,,,,,,
,,,,2, Why doesn't Germany conduct a flood test after completing waterproofing work?,通用知识推理,"Germany uses barrier-free showers, making flood tests impossible.",在德国，人们普遍使用无门槛淋浴间（即开放式淋浴间）设计有关。这种设计没有传统的门槛或者边界，所以在进行淹水测试时，水很难被有效地控制在淋浴区内。,视频内容：Daniel提到在德国因为人们使用无门槛淋浴间，所以在防水工程结束后不进行Flood test（淹水测试）。,,,,,,,,,,
,,,,3,Is Isaac an professional Tile Installer ?,"多线索推理,人物属性建模","Yes, he is.",,视频内容：Isaac知晓美国和德国在防水施工上的区别/Isaac总能提出关键的问题/Isaac可以从Daniel生疏的表达中准确地理解他的意思。——>推理：Isaac是一位专业的瓷砖安装工。,,,,,,,,,,
,,,,4,What did Daniel do after demonstrating three waterproofing systems of Germany?,多跳推理,He built the test mod.,,模型需要定位到与Daniel展示德国三种防水系统相关的片段，然后结合前后内容进行分析。,,,,,,,,,,
,,,,5,Is Daniel a skilled tile installer or a novice?,"多线索推理,人物属性建模",He is an experienced tile installer.,,视频内容：在演示多种防水系统和制作防水测试模型的过程中，Daniel的手法娴熟、技艺高超。——>推理：Daniel是一个经验丰富的瓷砖安装工。,,,,,,,,,,
67,https://www.youtube.com/watch?v=UbodyyJEC80,21:06,教学 - 课堂互动,1,What kind of TV series does Ashton like to watch?,"人物属性建模,多模态/多语言推理",Situational comedies like Friends.,,视频内容：Ashton自己学习尤克里里时的第一联想是《老友记》里的Joey学琴时不小心把琴掉在了地上，说明他喜欢看老友记，并对剧情记得很清楚。——>推理：Ashton喜欢看像老友记一样的情景喜剧电视剧。,,,,,,,,,,
,,,,2,Which chord was taught after the chord C ?,多跳推理,The chord G.,,模型需要定位到与C和弦教学相关的片段，然后结合前后内容进行分析。,,,,,,,,,,
,,,,3,Is Ashton a humorous person or a boring person?,"多线索推理,人物属性建模",He is a humorous person.,,视频内容：Ashton在学习过程中会开玩笑，使得氛围很轻松。——>推理：Ashton是一个幽默的人。,,,,,,,,,,
,,,,4,What could be the challenge for this ukulele beginner?,通用知识推理,Chord transition.,在演奏尤克里里时，流畅的和弦转换对弹唱和伴奏至关重要。初学者可能会在手指位置的调整、切换的速度和按弦的力度上有问题。,视频内容：在学习了两个不同的和弦后，Ashton开始练习和弦转换，这对他来说需要一定的时间，所以并不流畅。——>推理：对于尤克里里初学者来说，和弦转换是一个挑战。,,,,,,,,,,
,,,,5,What is the difference in sound between a larger and a smaller ukulele?,通用知识推理,The larger ukulele has a deeper sound.,不同型号的尤克里里音色有不同的特点：21寸(Soprano)清脆活泼，23寸(Concert)音色饱满选，25寸(Tenor)共鸣感强，27寸(Baritone)低沉厚重选。,视频内容：Amy说Ashton收到的尤克里里叫做Soprano ukulele（女高音尤克里里），是尺寸最小的尤克里里；Amy自己的尤克里里大一些，叫做Tenor ukulele（男高音尤克里里）。——>推理：尺寸大的尤克里里与尺寸小的尤克里里在音色上就像男高音与女高音的对比，尺寸大的尤克里里音色更加深沉。,,,,,,,,,,
68,https://www.youtube.com/watch?v=zZF05AkxMts,32:48,综艺 - 游戏,1,How many puppies did Keanu win in the puppy quiz?,多线索推理,There are a total of six puppies.,,通过观看整个比赛，可知基努一共赢得了6只小狗。,,,,,,,,,,
,,,,2,Is Jimmy proficient in animal knowledge?,人物属性建模,No.,,在小狗测验比赛中，吉米输给了基努且没有答对题目，说明他对动物知识不太了解。,,,,,,,,,,
,,,,3,Who other than the guests are allowed to participate in the Tonight Show games?,通用知识推理,The host.,《今夜秀》的主持人是被允许参与节目游戏的。,《今夜秀》第十季“最受关注的游戏”有五个小游戏，主持人吉米都参加了游戏，可推断《今夜秀》的主持人是被允许参与节目游戏的。,,,,,,,,,,
,,,,4,Is Jimmy a good performer?,人物属性建模,Jimmy's acting ability is very strong.,,吉米在第二轮比赛中通过自己的演技骗过观众，可知他的表演力很强。,,,,,,,,,,
,,,,5,"On ""The Tonight Show,"" besides the host and guests, who else is allowed to participate in the game?",通用知识推理,Audience.,在《今夜秀》节目中，除了主持人和嘉宾，观众也被允许参加游戏。,在《今夜秀》游戏中，观众为嘉宾选择了嘉宾要读的信封。,,,,,,,,,,
69,https://www.youtube.com/watch?v=lAZWpu-am80,22:31,测评 - 体育用品,1,Does Dick's Sporting Goods allow customers to pay with credit cards?,通用知识推理,Yes,Dick's Sporting Goods是否允许使用信用卡支付,根据Marika说为Eric买的这些训练物品用的是Eric的信用卡可以推出,,,,,,,,,,
,,,,2,Is the TheraBand FlexBar for arms or legs?,通用知识推理,It is used to train the arms,TheraBand FlexBar的作用,根据Eric所说TheraBand FlexBar是用来训练上臂以及Andy说它可以减少肘部疼痛可以得出它是用来训练胳膊的,,,,,,,,,,
,,,,3,How many times did Eric throw the Bullet Ball with his hands?,多线索推理,Five,,模型需要分析并统计Eric用手投掷 Bullet Ball的次数,,,,,,,,,,
,,,,4,Is Andy a lively person or a quiet person?,"多线索推理,人物属性建模",She is a lively person,,根据Andy对Eric做的恶作剧可以看出她是一个活泼的人,,,,,,,,,,
,,,,5,Is Eric proficient in or unfamiliar with the sport of baseball? ,"多线索推理,人物属性建模",He is proficient in it.,,根据Eric之前是职业运动员并且在测试过程中棒球技术很出色可以看出,,,,,,,,,,
70,https://www.youtube.com/watch?v=Y1oXs-xwI0k,34:33,测评 - 体育用品,1,How many types are there of the Gray-Nicolls 2025 Cricket Bats? ,"多线索推理,通用知识推理",Seven,Gray-Nicolls 2025 板球棒种类,模型分析并统计Rich and Neil一共测试了多少种可以得出,,,,,,,,,,
,,,,2,What is the function of the spine at the back of the cricket bat?,通用知识推理,To balance the weight,板球棒后的脊柱的作用,根据Rich说的脊柱可以提高球棒的平衡质量可以得出,,,,,,,,,,
,,,,3,"After testing the Classic-style cricket bat, what color of the Ventus-style cricket bat did Neil choose? ",多跳推理,Green,,模型需要先定位到Classic款的球棒测试完之后，分析判断Neil接下来用的Ventus款球棒是什么颜色的,,,,,,,,,,
,,,,4,Are Rich and Neil happy about or resistant to the sport of cricket? ,"多线索推理,人物属性建模",They like cricket.,,根据Rich and Neil测试过程中喜悦的表情动作可以看出他们很喜欢板球这项运动,,,,,,,,,,
,,,,5,Is Rich a serious person?,人物属性建模,No,,根据Rich测试过程中和Neil愉快的交流以及幻想自己在比赛场上的行为可以看出他不是一个严肃的人,,,,,,,,,,
71,https://www.youtube.com/watch?v=g_Wh_3Oig1o,26:32,测评 - 体育用品,1,Why did the original basketball of the 19th century have shoelaces?,通用知识推理,Easy to pass the ball,19世纪原始篮球的特点,根据博主所说19世纪90年代的原始真皮篮球顶部有鞋带的原因是那时候只有传球没有运球可推出,,,,,,,,,,
,,,,2,In which year were the laces on the basketball removed? ,通用知识推理,1937,第一个不带鞋带的篮球,根据博主所说在1937年之前的篮球都带有鞋带，从1937年开始取消并在工厂批量生产,,,,,,,,,,
,,,,3,How many types of basketball did the blogger show?,多线索推理,Eleven,,模型需要分析并统计博主展示的篮球种类,,,,,,,,,,
,,,,4,Is Jesser familiar with or unfamiliar with the history of basketball? ,人物属性建模,Jesser is familiar,,根据Jesser对各个时代的篮球以及他们的故事都很熟悉可以推出,,,,,,,,,,
,,,,5,Is Jesser good at basketball?,人物属性建模,Yes,,根据Jesser和其他人打篮球时熟练的动作可以看出他很擅长,,,,,,,,,,
72,https://www.youtube.com/watch?v=8ijA2dv5Bss,22:17,街头互动 - 社会观察,1,Is Liam a person who likes pets?,"人物属性建模,多模态/多语言推理","Yes,he is.",,"根据先定位谁是Liam，可以看到Liam牵了狗出来散步,由此推断。",,,,,,,,,,
,,,,2,Does Liam like the 3rd and Pike block?,人物属性建模,"No,he doesn't.",,根据对Liam的采访片段推断,,,,,,,,,,
,,,,3,Where is the criminal loot in Seattle most likely to be traded?,通用知识推理,12th and Jackson.,黑市和销赃的地方在12th and Jackson,根据视频中Liam的介绍。,,,,,,,,,,
,,,,4,What has led to a large number of homeless people in the 3rd and Pike neighborhood?,通用知识推理,The will of the homeless people themselves.,美国政府实行了对无家可归者的援助但是当地大多数人不接受,根据视频中背景采访片段推断。,,,,,,,,,,
,,,,5,Does Aaron Gilmore hate drug use?,人物属性建模,"Yes,he does",,根据视频中对Aaron Gilmore的采访得知虽然他自己吸毒但是他希望任何人都不要沾染毒品,,,,,,,,,,
73,https://www.youtube.com/watch?v=TibI69Hstso,24:37,街头互动 - 表演,1,How is Daniela's balance ability?,"人物属性建模,多模态/多语言推理",Very good,,从视频片段可以看出Daniela一边在迷你滚筒上踩着木板保持平衡一边用脖子转小呼啦圈，还能在保持平衡的同时把胳膊穿进小呼啦圈并穿过腿把呼啦圈从脚下拿出来,,,,,,,,,,
,,,,2,Under what conditions is a plate likely to remain balanced on a chopstick?,通用知识推理,Under high-speed rotation conditions,高速旋转的状态下的盘子容易在筷子上保持平衡,视频片段Anna利用筷子使盘子高速旋转，然后传递给了没有杂耍经验的儿童，儿童们可以很轻易地保持盘子在筷子上平衡的状态并传递盘子，当盘子静止时，盘子失去了平衡，可推断出,,,,,,,,,,
,,,,3,What is Daniela's job?,人物属性建模,Acrobatic performer,,定位到Daniela自我介绍的片段，结合之前Anna说她们是杂技演员可得到答案,,,,,,,,,,
,,,,4,How many members are there in the CH group?,"多线索推理,通用知识推理",Two,CH组合有两个成员,定位到视频结尾二人结束表演时Daniela说她们是CH组合，结合视频的开始Daniela介绍她们是母女马戏团二人组，可推断出,,,,,,,,,,
,,,,5,How many programs about balance did Daniela perform?,"多线索推理,多模态/多语言推理",Two,,结合视频片段可以得知Daniela表演了两个关于平衡的节目,,,,,,,,,,
74,https://www.youtube.com/watch?v=hto8WpBaHRs,27:05,街头互动 - 表演,1,Is the performer considerate?,人物属性建模,Yes,,表演了一个小时索要报酬时只要一欧，而其他表演不好的人表演十五分钟就收取50欧，表演者还告诉人们不必给20欧、30欧、40欧这么多，如果实在没钱，跟他握手说声谢谢表达尊重也可以,,,,,,,,,,
,,,,2,Are Jour and George long-term partners of the performers?,人物属性建模,No,,从视频片段可以看出，二人在给表演者缠绕锁链时并不熟练，有时还误解表演者的意思，可推断出,,,,,,,,,,
,,,,3,Is street performance allowed or prohibited in Amsterdam?,"多线索推理,通用知识推理",It's allowed,街头表演在阿姆斯特丹是被允许的,表演者提到自己是在阿姆斯特丹，后面又说自己是一个专业的街头艺人，这是自己的工作，可以推断出,,,,,,,,,,
,,,,4,What is the price level in Amsterdam's red-light district?,通用知识推理,Expensive,阿姆斯特丹红灯区物价高,表演者说自己认识一个红灯区的女孩，表演十五分钟就收费50欧，表演的还很烂，他自己表演一个小时却只收费一欧，可推断出,,,,,,,,,,
,,,,5,What did the performer wear before being entangled by the chains?,多跳推理,Body stockings,,结合片段利用视觉可得出答案,,,,,,,,,,
75,https://www.youtube.com/watch?v=N7M4zfWRGS0,34:31,综艺 - 表演/选秀,1,What instrument is Brandon good at?,"多线索推理,人物属性建模",Piano,,Brandon三岁就开始弹钢琴了，九岁就已经成为了钢琴演奏家，并且是自学成才，可推断出,,,,,,,,,,
,,,,2,Is Smith Hardy a humorous person?,"多线索推理,人物属性建模,多模态/多语言推理",Yes,,Brandon说自己的发型都是自己做的，Smith Hardy说他也是，利用视觉可知Smith Hardy根本没有头发，Ezra自我介绍的片段提到了Smith Hardy是一个搞笑的人，可推断出,,,,,,,,,,
,,,,3,What kind of band is WJM?,通用知识推理,Rock band,WJM是一支摇滚乐队,听觉主持人说每个人都想成为摇滚明星，后面又提到让我们为WJM欢呼吧，采访WJM时的话题也是围绕摇滚的，可推断出,,,,,,,,,,
,,,,4,"After interviewing the WJM band, who did Smith interview next?","多线索推理,多跳推理,多模态/多语言推理",Jaylen,,视听结合确认Smith身份，定位到采访WJM乐队的片段，跟踪行为得到答案,,,,,,,,,,
,,,,5,"When conducting an orchestra, what does it mean to hold fists and spread them outwards upwards?","多模态/多语言推理,通用知识推理",Stop playing,指挥管弦乐队时双手握拳向上张开表示停止演奏,Jonathan做完双手握拳向上张开的手势后管弦乐队停止了演奏，可推断出,,,,,,,,,,
76,https://www.youtube.com/watch?v=nNyi1ON1GDc,26:22,教学 - 艺术,1,What color does glass turn when it is heated to a temperature above 1000 degrees? ,通用知识推理,Orange-yellow.,玻璃在高温下会吸收和辐射能量，当温度达到 1000 度左右，其热辐射的光谱中橙黄色光的成分相对较多，所以我们看到玻璃整体呈现橙黄色。,定位到视频里，讲述到当玻璃烧制到1000摄氏度以上，会呈现橙黄色，需要注意安全。由此可知问题答案。,,,,,,,,,,
,,,,2,"Is Marco a careful person, or not?","多线索推理,人物属性建模",He is a careful person.,,通过观看视频中Marco的介绍内容，如工艺介绍、创始人故事等细节的仔细介绍，由此可知Marco是一个仔细的人。,,,,,,,,,,
,,,,3,What needs to be done repeatedly during the shaping process of Murano glassblowing?,通用知识推理,Repeated heating to maintain a certain temperature.,在 Murano玻璃吹制（Murano Glassblowing） 塑形过程中，反复加热（Reheating）是至关重要的核心步骤。由于穆拉诺玻璃工艺以复杂、精细、多层色彩和造型闻名，工匠必须多次回炉加热才能完成作品。,通过Marco的介绍，在玻璃塑形的过程中，需要反复加热，使玻璃维持高温，否则会由于温度过低，玻璃易碎。,,,,,,,,,,
,,,,4,"Is Cat getting along harmoniously with her friends, or not? ",人物属性建模,Cat gets along harmoniously with her friends.,,通过观察Cat和朋友的互动和相处的细节等，可知艾莎和朋友们的相处是和谐的。,,,,,,,,,,
,,,,5,"In the world of Murano glass, what type of glass is considered rare?",通用知识推理,Ruby glass.,穆拉诺玻璃中的红宝石玻璃稀缺珍贵，它以昂贵且难获取的24克拉纯金为原料，制作时对温度、时间和原料比例把控要求极高，胜任工匠少，且早期制品存世量少。 ,"通过Marco的介绍，红宝石玻璃是murano最昂贵的颜色，其里面有一定比例的24k金、复杂制作工艺等，使得其稀缺又昂贵,由此可知问题答案。",,,,,,,,,,
77,https://www.youtube.com/watch?v=0wHTgi51z6I,29:57,测评 - 服装,1,Were the women's clothes in the Victorian era cumbersome or simple? ,通用知识推理,Cumbersome.,维多利亚时期女性服装整体以繁琐为主，设计上各阶段造型复杂，装饰运用大量昂贵面料与精美饰品，结构方面紧身胸衣、裙撑等使服装构造繁杂。 ,通过观看视频，视频中通过观察Abby测试的维多利亚时期的服装，由此可知其服装的特点是华丽繁琐。,,,,,,,,,,
,,,,2,"Is Abby a person who is good at expressing herself, or not?","多线索推理,人物属性建模",She is a person who expresses herself clearly.,,通过观看视频，视频开头Abby清晰表达了测评的内容，并且通过观察Abby不停的介绍测评内容与结果，可知她是一个表达清晰的人。,,,,,,,,,,
,,,,3,"Does the ThermaCAM EX320 infrared thermal imager require physical contact to measure the temperature, or not? ",通用知识推理,It can measure the temperature without physical contact.,ThermaCAM EX320 是 完全无接触的测温工具，适合需要快速、安全检测温度的场合。,通过观看视频中，Abby说道此次实验选用了 ThermaCAM EX320，无需接触即可显示温度，显示热，由此可知该设备无需身体接触测温。,,,,,,,,,,
,,,,4,"Is Abby getting along harmoniously with her friends, or not? ",人物属性建模,Abby gets along harmoniously with her friends.,,通过观看视频中abby和朋友妮可、克莉丝的相处，如互相打趣、幽默回答等细节，由此可知Abby和朋友的相处是和谐友善的。,,,,,,,,,,
,,,,5,"After Abby and her friends tested the temperature while wearing Victorian-style clothes indoors, where did they go to continue the test? ",多跳推理,Outdoors.,,通过观看视频，视频中在第一天Abby与妮可、克莉丝先身穿服装在室内测试了温度后，又来到了室外测试。,,,,,,,,,,
78,https://www.youtube.com/watch?v=jeJKnofNBNs,2:46:07,综艺 - 游戏,1,Which character does Jennifer voice in Baldur's Gate 3?,多线索推理,She voices Shadowheart.,,找到Jennifer介绍自己的片段，并据此得出答案。,,,,,,,,,,
,,,,2,What is Mark Hulmes' job?,"多线索推理,人物属性建模",He is a professional Dungeon Master.,,找到Mark Hulmes，并得出答案。,,,,,,,,,,
,,,,3,Why can't a character act when the number of points rolled by the dice is 1 in Baldur's Gate 3?,多线索推理,A point of 1 represents a big failure.,,找到相应掷出1点的片段，并根据画面与语音推理出答案。,,,,,,,,,,
,,,,4,How much distance does each point of movement speed represent in Baldur's Gate 3?,通用知识推理,Moves one foot.,移动速度代表着角色每次行动可以移动的距离，而根据游戏规则一般都有一个固定的值。,找到介绍移动速度规则的片段，并据此推理出答案。,,,,,,,,,,
,,,,5,Does Jennifer like the character Tav?,人物属性建模,"Yes,she loves him.",,找到Jennifer游戏时多次行动保护塔夫的片段，从而推理出得出答案。,,,,,,,,,,
,,,,6,Who did Shadowheart target with Bless?,多线索推理,"Shadowheart cast Bless on Gale, herself, and Tav.",,找到角色影心施放祝福术的片段，并根据画面与语言得出答案。,,,,,,,,,,
,,,,7,How many targets did Gale's Thunderwave hit?,"多线索推理,多模态/多语言推理",Three.,,找到盖尔施放雷鸣波的片段，并根据画面得出他命中了几个目标。,,,,,,,,,,
,,,,8,Why does rolling a 9 on a 1D20 result in a missed attack in Baldur's Gate 3?,多线索推理,The attack missed because the rolled number was lower than the target's AC.,,找到相关攻击未命中的片段，并据此推理出答案。,,,,,,,,,,
,,,,9,What is the purpose of the D20 die in Baldur's Gate 3?,"多线索推理,通用知识推理",The D20 is the key die that determines success or failure.,"In D&D 5e rules, the D20 die solely determines whether an action succeeds.",找到关于D20骰子的片段，并根据掷它时所起的作用推理出答案。,,,,,,,,,,
,,,,10,What is the first spell Wyll casts?,"多线索推理,多模态/多语言推理",Darkness.,,找到角色威尔行动的片段，并根据他第一次施放的法术得出答案。,,,,,,,,,,
79,https://www.youtube.com/watch?v=hyy4gTVHJcE,23:00,综艺 - 游戏,1,Has the show America's Got Talent been founded for more than ten years?,通用知识推理,Yes.,Howie's 10th anniversary.,最后表达了对Howie为节目10年贡献的敬意，侧面表现出American's Got Talent这个节目已经创办10年了。,,,,,,,,,,
,,,,2,Is Simon enthusiastic about styling and dressing up?,人物属性建模,No.,,其他评委调侃Simon总是穿相似的衣服，Howie说他的衣柜里只有白衬衫白裤子。,,,,,,,,,,
