视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
76,https://www.youtube.com/watch?v=lAZWpu-am80,22:31,测评 - 体育用品,1,Do you recommend buying DICK’S bullet balls? ,通用知识推理,Not recommended.,Eric测评bullet ball的片段可以看到球上显示的速度和实际速度差距很大，很不准，并且Eric给它的评分是一星，由此可知这款产品是不推荐购买的。,模型需要定位Eric测评bullet ball的片段，根据片段中的内容可知bullet ball不值得购买。,,,,,,,,,,
,,,,2,What is Seat Geek? ,通用知识推理,Ticketing marketing platform.,Eric介绍Seat geek时提到无论什么票，体育节、音乐节或是演唱会，都可以在Seat geek上买到，由此可知Seat geek是一个票务营销平台。,模型需要定位Eric介绍Seat geek的片段，根据片段中的介绍可知Seat geek是一个票务营销平台。,,,,,,,,,,
,,,,3,What sport is Eric good at? ,"多线索推理,人物属性建模",Baseball.,,模型需要根据整个视频，视频中Eric测评的都是和棒球有关的产品，并且Eric也提到自己之前打过棒球职业比赛，由此可知Eric擅长棒球。,,,,,,,,,,
,,,,4,Does Eric often run? ,人物属性建模,No.,,模型需要定位Eric测评baseball trainer的片段，Eric一看到这个东西他就说自己讨厌跑步，并且根据之后测评的画面也可以看到Eric跑的不快，由此可知他平时不跑步。,,,,,,,,,,
,,,,5,How many items did Eric review in the video that received five stars? ,多线索推理,Three.,,模型需要根据整条视频，识别出Eric评分五星的产品并做出统计，统计得出总共有三件产品得了五星。,,,,,,,,,,
77,https://www.youtube.com/watch?v=XXWYPeEfOb8,26:55,街头互动 - 社会观察,1,What must be used for Americans living in China when they want to get some Amreican news?,"多线索推理,通用知识推理",VPN.,在主持人问到在华居住的美国人他们怎么知晓美国新闻时，有两位提到会在手机上观看，连上VPN就可以，也有一位提到自己会用Twitter Fcaebook等关注美国新闻，而使用Twitter Fcaebook这些美国的socal media同样需要VPN，因此VPN是必要的,模型需要定位记者提出在华美国人怎么知晓美国新闻时的片段，并通过被采访者使用的APP和接触这些新闻的方式，判断出VPN是必要的,,,,,,,,,,
,,,,2,Are there a lot of Americans in Shanghai? ,"多线索推理,通用知识推理",Yes.,首先根据被采访者在回答时多次提到上海可知这次采访发生在上海，此外，这次采访的主题是Why Do Americans Live In China?，所以这些被采访者全部是美国人，由视频中固定的的背景画面可知，这次采访发生在同一个地方，类似于一个商圈，而本次采访又大概采访到了7-8名美国人，仅一个商圈就能随机找到7-8名美国人，可见上海的美国人非常多,模型需要定位多个片段，先确定采访发生在上海，再确定被采访者是7-8名美国人，最后根据视频中固定的的背景画面可知采访发生在同一个地方，类似于一个商圈，而本次采访又大概采访到了7-8名美国人，仅一个商圈就能随机找到7-8名美国人，由小推大，可见上海的美国人非常多,,,,,,,,,,
,,,,3,Is Stephen the interviewer of Asian Boss?,"人物属性建模,多模态/多语言推理",No.,,"虽然出现在视频开头对着镜头说话、手里拿着麦克风的人就是Stephen,并且在后面的采访片段里采访人没有露脸，让人想当然的以为采访人就是Stephen,但根据采访者的声音可知，另有其人，不是Stephen",,,,,,,,,,
,,,,4,In which city the interview probably happen?,多线索推理,Shanghai.,,有两名被采访者提到自己正在纽约大学上海分校学习，也有几位被采访者提到自己或因为工作原因或学中文的原因来到上海，因此可推断出这场采访最有可能就发生在上海,,,,,,,,,,
,,,,5,Is Stephen a rich or regular guy?,"人物属性建模,多模态/多语言推理",Rich.,,在视频开头，Stephen出现，此时视频画面中出现了对Stephen的介绍，视觉画面可知他是Asian Boss的创始人和CEO，是一个boss，因此是一个rich guy,,,,,,,,,,
78,https://www.youtube.com/watch?v=-iu0hLc9GAY&list=LL&index=14,20:03,vlog - 亲子,1,Who are the family members living in Rebecca's house?,"多线索推理,人物属性建模","Matt, Rebecca, Zadie, and a new unborn baby.",,"模型需要在视频中出现的多个人物中，识别出Matt, Rebecca, Zadie的身份信息，并将名字与人物相对应，在互动中找出matt几人的家庭关系，对matt一家家庭成员进行信息搜集，并通过开头和结尾得知家庭成员中还有一个未出生的宝宝。",,,,,,,,,,
,,,,2,Which other platform can you buy big items like beds besides Amazon?,通用知识推理,Facebook Marketplace.,Rebecca在亚马逊平台上给zadie订购的芭比床邮寄过来发现床的尺寸不对后，说自己需要紧急在Facebook Marketplace看看有没有合适的床可解燃眉之急，最后在Facebook Marketplace定的床解决了zadie房间装修问题，由此推断，除了亚马逊，Facebook Marketplace可以购买像床这样的大物品件。,模型需要定位到Rebecca发现在亚马逊定错床的尺寸的片段，通过Rebecca在Facebook Marketplace顺利解决床这个重要装修物品等片段，模型可推断，Facebook Marketplace是除了亚马逊外，可以购买床等大件物品的平台。,,,,,,,,,,
,,,,3,What is Marlowe’s favorite color?,人物属性建模,Pink.,,模型需要对在多人物中对Marlowe进行识别，并对Marlowe进行持续追踪，通过 Marlowe与matt的对话以及通过Marlowe与matt互动中总喜欢选择粉色，模型可得治Marlowe最喜欢的颜色为粉色。,,,,,,,,,,
,,,,4," If you want your cake to sparkle, what material is best to use on it?
",通用知识推理, Edible glitter.,在Rebecca给zadie制作芭比蛋糕时，Rebecca使用了Edible glitter在蛋糕上，Rebecca和yoss、kelsey三人一直在赞叹Rebecca制作的蛋糕突然变得闪亮，让她们有种要输给需要Rebecca的感觉，由此模型可推断，如果你想要在做蛋糕时让蛋糕变得更加闪亮，应该使用Edible glitter。,模型需要定位到Rebecca给zadie制作芭比蛋糕蛋糕的片段，通过在蛋糕上加了Edible glitter后，Rebecca和yoss、kelsey三人一直在赞叹Rebecca制作的蛋糕突然变得闪亮，模型可推断，如果你想要在做蛋糕时让蛋糕变得更加闪亮，应该使用Edible glitter,,,,,,,,,,
,,,,5,"What kinds of themes were prepared for Zadie’s room makeover?
",多线索推理,"Wednesday theme, Barbie theme, and Beach theme.",,模型需要搜集多个线索， 通过Rebecca和yoss、kelsey三人为zadie房间装修进行挑战等片段，对Rebecca和yoss、kelsey分别为zadie准备的装修主题进行识别搜集，并回答所准备的主题分别是什么。,,,,,,,,,,
79,https://www.youtube.com/watch?v=k84Y5YBnSus,25:09,教学 - 运动,1,Is this Dr. Gregg Bennett's first time on On the Move? ,人物属性建模,No.,,模型需要定位视频开头，主持人说欢迎Dr. Gregg Bennett再次回到这个节目，由此可知Dr. Gregg Bennett不是第一次上这个节目了。,,,,,,,,,,
,,,,2,How does A&M's Game-Changing Sports Management Class evaluate student performance? ,通用知识推理,According to their essays.,Dr. Gregg Bennett介绍自己是如何评估学生表现时提到自己会根据他们交的作业和论文来评定。,模型需要定位Dr. Gregg Bennett说课程成绩评定方法的片段，根据片段内容可知Dr. Gregg Bennett是通过学生的作业和论文来评定的。,,,,,,,,,,
,,,,3,"In the United States, if you want to work in the field of sports management, which is more important, academic performance or relevant experience? ",通用知识推理,Relevant experience.,Dr. Gregg Bennett提到自己的学生找工作时雇主不会问他们平时成绩，而是问他们是否有相关工作经验，由此可知相关工作经验更重要。,模型需要定位Dr. Gregg Bennett提到就业的片段，根据片段中Dr. Gregg Bennett的话可知在美国，想要从事体育管理领域，有相关经验更重要。,,,,,,,,,,
,,,,4,Does Dr. Gregg Bennett have many connections? ,人物属性建模,Yes.,,模型需要定位Dr. Gregg Bennett介绍上课形式的片段，Dr. Gregg Bennett介绍这门课会请到相关领域的知名人士并进行访谈，由此可推测Dr. Gregg Bennett的人脉很广，能请到那么多知名人士。,,,,,,,,,,
,,,,5,How many questions did the host ask Dr. Gregg Bennett in the video? ,多线索推理,17,,模型需要根据整个视频，识别主持人对Dr. Gregg Bennett进行提问的片段，通过统计得出主持人问了Dr. Gregg Bennett十七个问题。,,,,,,,,,,
80,https://www.youtube.com/watch?v=eQJthX6h8OU,23:54,测评 - 展会,1,Is the Harry Potter Exhibition in Atlanta close to Fire Department Connection?,通用知识推理,Yes.,很多词组的缩写可以是FDC，但是该标识上还有一个向下的箭头，而顺着箭头往下看的墙根有类似水阀的东西，所以这里的FDC应该是Fire Department Connection，这个展会离FDC很近。,定位到视频开头博主即将进入展会的画面，门口右侧有一个写着FDC的红色标识。,,,,,,,,,,
,,,,2,Is Harry Potter The Exhibition in Atlanta high-tech or low-tech?,通用知识推理,High-tech.,全程几乎没有什么人工服务出现，可以自主自助完成很多参观，而且有各种让你身临其境的电子设备，比如博主看到屏幕上能记录脚印发出了惊叹，墙壁的老头画像还能眨眼，都是高科技的体现。,高科技一般是指数字化、智能化、自动化等等，博主展示了进入展会佩戴的RFID手环，可以记录人的脚印的大屏幕等等，这个展会的科技含量非常高。,,,,,,,,,,
,,,,3,Is Kyle familiar or unfamiliar with Harry Potter?,人物属性建模,Familiar.,,博主并没有特意提他是不是哈利波特的粉丝，但是他对相关书籍、电影里的场景、物件可以脱口而出，可见他熟知关于哈利波特的相关知识。,,,,,,,,,,
,,,,4,Are the candles in The Great Hall white or red?,多模态/多语言推理,White.,,定位到参观the great hall的片段，里面用了真的蜡烛，博主说他喜欢这些蜡烛，但没提颜色。虽然屋子里的灯光不止一种颜色，也能辨别出来蜡烛本身是白色的。,,,,,,,,,,
,,,,5,What did Kyle visit after he left The Great Hall?,多跳推理,Wands,,每一个展厅门口都有标识，博主从the great hall出来之后参观了wands。,,,,,,,,,,
,,,,6,How many times did Kyle tap his wristband in this video?,"多线索推理,多模态/多语言推理",Six.,,不是每一次碰手环博主都说出来了，有的仅有画面，所以博主参与的每一个小游戏或者其他活动都要观察，他有没有用手腕触碰一个圆形的东西。,,,,,,,,,,
,,,,7,Does Kyle have a tattoo on his wrist?,人物属性建模,Yes.,,定位到博主参观完毕在停车场总结的片段，他的手腕上已经没有那个RFID的手环了，他用手比划的时候，手腕内侧露出来一部分纹身。,,,,,,,,,,
81,https://www.youtube.com/watch?v=65BsPJKIMk4,22:12,vlog - 学习,1,Why is speaking with native speakers more effective for improving spoken language than classroom learning?,"多线索推理,通用知识推理",Communication enhances pronunciation practice.,根据视频内容“在学校学习会帮助你提高阅读技巧……但不是真正的交流方式”，可以判断课堂重阅读（如写句子），口语练习少。与母语者交流（如视频中提到的“英国苏格兰人”），需发音实践，视频作者提到的由于自己长期与英国同伴进行交流，因此自己的英语偏英式，这暗示交流可以改善口语，故而可以推出交流可以提升发音实践。,模型需要定位到视频作者与Wasim关于口语的多个交流片段，根据Wasim关于课堂学习和母语交流的看法，以及视频作者对自己口语的形成的描述，然后进行判断和推理。,,,,,,,,,,
,,,,2,Why learning a foreign language is a long process?,"多跳推理,通用知识推理",Fluency requires gradual skill buildup over time.,根据Wasim的观点，“要达到流利的水平，这不是一天就能改变的，这将是一个漫长而疲惫的过程”，他强调时间和疲惫的必然性，未提其他解释，可知流利的口语需要逐步积累，短期无法实现，由此可推出，流利的口语需要时间的积累。,模型需要先定位到Wasim这个人，然后再根据他关于口语流利性的观点进行推理。,,,,,,,,,,
,,,,3,What key personality trait will Wasim show when he learns a foreign language?,人物属性建模,Persistence.,,Wasim 多次强调坚持、不放弃和抓住机会，贯穿其学习经历，例如“你需要让自己处于这样的心态，我不会放弃”，“我会一天天地进步”，这些反复强调了Wasim的坚持态度，故可以推出，他在外语学习中主要展现的性格特质是坚持有毅力。,,,,,,,,,,
,,,,4,Which country is Vadima from?,人物属性建模,Spain.,,根据Vadima的话，她会六种语言，有两种是母语分别是Spanish和Galician，故可以推出她来自西班牙。,,,,,,,,,,
,,,,5,How many languages does Wasim speak?,多线索推理,Six.,,根据Wasim的回答，他会阿拉伯语、英语、法语、德语、中文、西班牙语，故可以推出他会六种语言。,,,,,,,,,,
82,https://www.youtube.com/watch?v=xOJmkmVrD_k,40:43,纪录片-历史纪实,1,What kind of the Metcheck website is?,"多模态/多语言推理,通用知识推理",A climate query website.,Deanna认为是微下击暴流或龙卷风导致德文郡的树被折断，通过观察她查询气候、雷达等问题登陆的网站为metcheck，由此可知该网站不是游戏网站，而是查询气候相关网站。,模型需定位给到Deanna发表对德文郡现象的砍伐的片段，她查询当地气候的时候拍摄了她的电脑画面，通过观察网站时metcheck，由此可知该网站不是游戏网站。,,,,,,,,,,
,,,,2,Is Utah the only place with metallic metamaterial monoliths?,"多线索推理,通用知识推理",No.,后续视频举例，罗马尼亚、怀特岛和瑞典也有类似的金属三棱物体。说明类似超材料棱柱不止是在犹他州有，其他地方也有。,模型需定位到介绍犹他州一个不明材料的金属棱柱的片段，人们不知道它的来历以及用意，后来发现在多地的偏远无人区都有类似的棱柱，所以不只是犹他州有这样的棱柱。,,,,,,,,,,
,,,,3,Is Professor Michael a man with bold ideas or a conservative one?,人物属性建模,A man with bold ideas.,,模型需定位到迈克尔教授对4日不明物体飞行物激增这一事实的看法的片段，片段中，他猜测我们正在被外星文明监控，他们看到了我们放烟花的举动十分好奇所以来到了附近的空中被人类发现了。这种猜想可以看出他是一个敢于设想的人。,,,,,,,,,,
,,,,4,Is Erin a person with strong or weak associative abilities?,人物属性建模,A person with strong associative abilities.,,模型需定位给到Erin对德文郡中一部分树木被吹倒的视频发表看法的片段，片段中，Erin说看到这样的场景她会联想到麦田怪圈之类的，由此可知她是一个知识丰富且爱联想的人。,,,,,,,,,,
,,,,5,What color was the light of the UFO that John saw in the sky?,多模态/多语言推理,white,,模型需要定位到john2018年拍摄到的三个ufo疑似物体在天空中的影像的片段，john描述他像是三个火球，通过观察可以看出，ufo发光体是白色的。,,,,,,,,,,
83,https://www.youtube.com/watch?v=ARGCnWQgISs,20:54,纪录片 - 人文,1,How many pictures created by Gentileschi are introduced by the speaker?,多线索推理,Three.,,模型需要观看一半的视频总结讲述了Gentileschi的几幅画。,,,,,,,,,,
,,,,2,Is Susanna an indomitable person?,人物属性建模,Yes.,,模型需要定位到Susanna被two elders威胁并给出2个选择：一是sleep with them，二是散播她和一位年轻男士有私情的谣言，Susannna没有同意第一个选择，可见她不屈服的性格,,,,,,,,,,
,,,,3,Is Judith a righteous person or a brutal one?,人物属性建模,A righteous person.,,Judith因敌军入侵她的家乡而勇敢反击，利用自己的美色接近敌军将军，并并匕首杀死他，尽管Judith杀死了他，但是为了保卫自己的家乡才这么做的，不能说她是一个残忍的人，而是充满正义感的人,,,,,,,,,,
,,,,4,What is the characteristic of the spirit of Catholic Church?,通用知识推理,Impressive and emotional appeal.,"视频中提到Baroque art中的印象和情绪吸引重现了the spirit of Catholic Church,从而推断出the spirit的特点就是Impressive and emotional appeal",模型需要定位到对Baroque art的解释并且联系the spirit of Catholic Church.,,,,,,,,,,
,,,,5,Is the style of Italian Baroque Painting open or conservtive?,通用知识推理,Open.,视频中提到与意大利巴洛克风格明显不同的是，西班牙巴洛克大师的作品受到保守派的影响，因意大利与西班牙的巴洛克风格截然不同，那么可推出意大利的巴洛克风格更偏向开放的,模型需要定位介绍西班牙巴洛克的片段，通过两种流派截然不同，而西班牙偏向保守，得出意大利巴洛克更开放,,,,,,,,,,
84,https://www.youtube.com/watch?v=ZxRLV3qUev4,38:07,教学 - 课堂互动,1,What did the teacher Mr. Adler use the binder to do?,多模态/多语言推理,To simulate wind.,,模型需要视觉定位到老师拿装订板所做的动作上，并且听老师的陈述得出答案：目的是simulate wind,,,,,,,,,,
,,,,2,Does the Academy Leonard dont't have school uniform?,通用知识推理,No.,视频开头有学生说到欢迎来到Academy Leonard，说明视频中的这所学校就是Academy Leonard，在视频画面里，每一个学生都穿着相同的衣服，明显是他们的校服，因此Academy Leonard是有校服的,模型需要首先确定这所学校的名称，再由学生的衣着判断出Academy Leonard是否有校服,,,,,,,,,,
,,,,3,Does the Academy Leonard don't have fire alarm equipment?,通用知识推理,Yes.,教室的墙壁上贴着标语“Fire Requirement:demend this space is clear at all the time”，可以教室的这个地方很可能是安置火警装置的得出答案,视频18分处墙壁上的标语可推断出答案，标语闪过很快，模型需仔细察觉,,,,,,,,,,
,,,,4,Does the teacher Mr. Adler concern his students?,人物属性建模,Yes.,,模型需要定位到教师Adler在课程中全程都在引导学生思考，在小组讨论中为他们提供工具和帮助，并不断向学生提问了解他们的想法，可见他十分关注学生,,,,,,,,,,
,,,,5,Is Mr.Adler a funny or a somewhat serious person?,人物属性建模,Somewhat serious.,,在视频中，Mr.Adler作为老师很少笑，也很少对学生的回答做出鼓励，整节课的节奏也很快，课堂氛围紧张，可见Mr.Adler是个有点严肃的人,,,,,,,,,,
85,https://www.youtube.com/watch?v=2RomOg7Dhn4,24:08,测评 - 展会,1,Why does curatorial flow of the Gallery and Exhibition Space in the UK sometimes feel incoherent?,"多线索推理,通用知识推理",Thematic jumps lack smooth transitions.,视频作者认为从突尼斯绘画跳到性别主题的过度突兀，展览流程不连贯，观众感到停顿。故可知这种跳转缺乏主题逻辑，导致内容碎片化。由此推出主题跳跃缺乏平滑过渡。,模型要根据视频作者对于这次展览的看法进行总结，他说“我不得不承认，我发现此时展览的流程有点不连贯”，“展览的前半部分缺乏流畅性，有点断断续续”，““我们看到了加布里埃莱·穆特 的一系列画作，这些画作讲述了她 1904 年和 1905 年与康定斯基一起去突尼斯的旅行，之后紧接着是关于表演性别的部分”。然后判断出主题跳跃缺乏平滑过渡导致流程不连贯。,,,,,,,,,,
,,,,2,Why did the Blue Rider group place great importance on the use of color?,通用知识推理,Color was a means of expressing spirituality.,根据视频作者的表述，对于蓝色骑士团而言“颜色不仅仅是一种选择，它是通往精神世界的大门”，康定斯基认为“蓝色越深，它就越强烈地呼唤人类”走向精神渴望。色彩被反复描述为精神性的媒介，故可以推出他们重视色彩是为了表达精神性。,模型要根据视频作者关于蓝骑士团重视色彩运用的表述，进行推断。视频中，作者反复强调了蓝骑士团重视色彩的运用，以达到精神性的表现。,,,,,,,,,,
,,,,3,"Was the relationship between Gabriel Münter and Kandinsky good or bad?
","人物属性建模,多模态/多语言推理",It was bad.,,"根视频作者的介绍和对画作的解读 Kandinsky对穆特并不好，而再穆特画作中 Kandinsky的形象偏消极，故可以推断两人的关系不好。

",,,,,,,,,,
,,,,4,What field is the blogger interested in?,人物属性建模,Art.,,根据视频作者的表述，“热烈欢迎艺术爱好者们…这是一个带你走进伦敦…画廊和展览空间的vlog”，“我迫不及待地想和你一起探索”，“我是马尔克的粉丝”可以推断他是一个艺术爱好者。,,,,,,,,,,
,,,,5,"The name ""The Blue Rider"" originated from which two people?",多线索推理,Marc and Kandinsky.,,根据视频作者的表述，“蓝骑士”这个名称是因为Marc喜欢马和Kandinsky喜欢蓝色，故可以判断，名称是源于这两个人。,,,,,,,,,,
86,https://www.youtube.com/watch?v=rYoPatir6JY,28:58,vlog - 运动,1,Is Mooloolaba a place where has few rainy days in summer?,"多线索推理,通用知识推理",No.,在视频中，博主和家人都穿着短袖，房间里也开着风扇，博主也说到最近气温有30度，可推断是在夏天，并且博主向镜头展示了Mooloolaba一周的天气情况，可以看到一周有六天全是雨天，因此可推断出Mooloolaba在夏天雨水非常多,模型可根据博主的穿着，风扇，气温判断出是在夏天，并且由博主展示的Mooloolaba一周的天气情况，可推断出Mooloolaba在夏天雨水非常多,,,,,,,,,,
,,,,2,What's the color of Accessories does Annabelle like best?,"人物属性建模,多模态/多语言推理",Golden brown.,,在视频中Annabelle带着饰品的片段里，由视觉可以发现她的两个耳环，项链和手表带全部是金棕色的，可推断出她最喜欢金棕色的配饰,,,,,,,,,,
,,,,3,What's the color of the beverage that Annabelle drinks after she finished her comptition?,多模态/多语言推理,Green.,,模型需根据听觉定位到Annabelle结束挑战的片段，再由视觉追踪她去到商店，喝了一瓶绿色饮料的信息，得出答案,,,,,,,,,,
,,,,4,Is Annabelle a determined or a weak person?,人物属性建模,Determined.,,Annabelle表示最近雨天很多，在这样的天气跑步，骑车的话会非常潮湿，闷热，自己很不喜欢这样的感觉，但Annabelle仍不希望因天气原因而取消比赛，因为自己为这个比赛认真准备过，无论如何都要完成，可推断出她是个意志坚定的人,,,,,,,,,,
,,,,5,Are just teenagers allowed to attend the Triathlon Competition held in Mooloolaba?,"多模态/多语言推理,通用知识推理",No.,在视频中，博主和妈妈一起去check-in登记，领取东西，并且在博主比完赛后，博主的妈妈穿着和博主一样的比赛服，脸上布满汗水，可见博主的妈妈也参加了比赛，可推断出Mooloolaba的铁人三项比赛并非只为年轻人准备，像博主妈妈这样年龄较大的人可也以参加,模型可根据在博主比完赛后，发现博主的妈妈穿着和博主一样的比赛服，脸上布满汗水，可推断出博主的妈妈也参加了比赛，Mooloolaba的铁人三项比赛并非只为年轻人准备，像博主妈妈这样年龄较大的人可也以参加,,,,,,,,,,
87,https://www.youtube.com/watch?v=PzKTrgnrC3Y,1:39:23,教学 - 艺术,1,Is Jacob Collier a casual or serious person?,人物属性建模,Casual.,,仔细看他脚上穿的是拖鞋，两只鞋的颜色还不一样，而且他直接翘起了二郎腿，说话风格比较幽默，肢体语言丰富，是个随性的人。,,,,,,,,,,
,,,,2,Does Jacob Collier have a distinct American accent?,人物属性建模,No,,定位到Jacob自我介绍的片段，他说了自己是英国人，虽然也有美国的音乐人朋友，比如Quincy Jones，而且是个飞来飞去的大忙人，他说的依然是比较纯正的英音。,,,,,,,,,,
,,,,3,"For music lover, is it easy or difficult to find a balanca between music theory and practice?",通用知识推理,Difficult.,在Jacob演讲时，台下观众有人提问道他如何对音乐理论和实践做出平衡，Jacob的反应很大，直呼这是个好问题，说明这个问题是一个共性问题，很多music lover都会遇到，可见其是个棘手的问题，并且Jacob已经发布了唱片，具有很高的音乐素养，但他仍承认这对他来说也很难，由此推断出找到平衡并不容易,在听众问出这个问题后，可结合Jacob的反应和评价以及具有很高音乐素养的Jacob都承认其难以做到，足以说明其中的难度,,,,,,,,,,
,,,,4,Does Jacob respect his mother?,人物属性建模,Yes,,定位到Jacob介绍自己自学音乐的成长经历，他大夸特夸自己的母亲，一位老师，一位帮助你实现自己的传奇，听得出他对母亲的敬重。,,,,,,,,,,
,,,,5,What can music creators do when they don't have any inspiration?,通用知识推理,Creating some terrible music.,在观众提问没有创作灵感要怎么办时，Jacob提到给自己设置一个最低标准，按照这个标准做出一些“垃圾”，这样你就会惊觉自己的创作有多么好，就能从中找到一些优秀的地方，作为你的灵感,模型可根据Jacob的答案进行总结提炼，得出答案。,,,,,,,,,,
,,,,6,Did all the questioners in the video stand up to ask Jacob questions?,"多线索推理,多模态/多语言推理",No,,比如镜头拍到的第六位眼镜男，第七位激动的女生，她俩就是坐着提问的，并不是所有人都站起来提问。,,,,,,,,,,
,,,,7,Are there more men or women who asked Jacob questions in this video?,"多线索推理,多模态/多语言推理",Men,,需要从提问环节开始统计提问人的性别，绝大部分都是男的。,,,,,,,,,,
,,,,8,How many people's questions did Jacob answer before he played a complete piece of music?,"多线索推理,多跳推理",Nine,,他答应了会在最后完整弹一首曲子，需要仔细计数提问环节一共有几个人向他提问，不要遗漏没有入镜但提问了的人。,,,,,,,,,,
88,https://www.youtube.com/watch?v=bUXpQQEcl-Y,22:09,教学 - 医疗,1,"What is the relationship between Dr. Sur, Dr. G, and Dr. BR?",人物属性建模,They are partners in group practice.,,视频中提到 “we were 4 divide 1.8 by 4” 以及 “group practice which model we have adopted we were for opthalmologist two of us are me and Dr G are specialist Dr is a fellow from sh chai he's a and specialist Dr BR is you know everybody knows he was assistant professor in pji”，表明他们是共同创办诊所的合作伙伴，属于团队执业关系。,,,,,,,,,,
,,,,2,Is Dr. Sur a professional ophthalmologist?,人物属性建模,Yes.,,视频中提到Dr. Sur在医疗中心讨论眼科手术设备（如显微镜、抗VEGF注射），并提到他管理糖尿病视网膜病变患者，所以可以推理得出结论，他是一个专业的眼科医师。,,,,,,,,,,
,,,,3,How many career paths were analyzed?,多线索推理,Four.,,视频中一共分析了政府职位，企业/大型私立医院，团体执业，独立开业四种职业路径。,,,,,,,,,,
,,,,4,What financial strategy reduces initial costs for starting a medical practice?,通用知识推理,Renting infrastructure.,视频中提到团队选择租赁场地而非购买（“rented space”），因购买需5 CR卢比而租赁只需支付月租，降低了初始投资压力，由此可以推理得出结论租赁基础设施。,视频中提到团队选择租赁场地而非购买（“rented space”），因购买需5 CR卢比而租赁只需支付月租，降低了初始投资压力，由此可以推理得出结论租赁基础设施。,,,,,,,,,,
,,,,5,What is a key revenue source for retina specialists in private practice?,通用知识推理,Anti-VEGF injections.,视频中详细计算抗VEGF注射的利润（成本1500卢比，收费9000卢比），强调其长期经济价值，说明这是视网膜专科的主要收入来源。,视频中详细计算抗VEGF注射的利润（成本1500卢比，收费9000卢比），强调其长期经济价值，由此可以推理得出这是视网膜专科的主要收入来源。,,,,,,,,,,
89,https://www.youtube.com/watch?v=M4CQw4GEuoo&list=LL&index=17,23:14,vlog - 宠物,1,"What is Christian’s job?
","多线索推理,人物属性建模",A dog trainer at the military school.,,模型需要在视频中出现的多个人物中，识别出Christian，并对 Christian进行持续追踪，通过博主带Mini Junior进训犬学校时，以及博主第一次看望Mini Junior时，Christian展示五天训犬成果，模型可推断Christian的职业为训犬师,,,,,,,,,,
,,,,2,"What device can help a dog quickly shift its attention to the owner at military school?
",通用知识推理,A training collar.,博主在第五天看望Mini Junior时，Mini Junior脖子上已经戴上了training collar ，每当Christian发现Mini Junior注意力不在主人身上时都会按一下按钮，Mini Junior的注意力就会回来，由此推断training collar可以让狗狗的注意力快速转回主人身上,模型需要定位到博主在第五天看望Mini Junior片段，通过Mini Junior在佩戴training collar时按一下按钮，Mini Junior的注意力就会回来，模型可推断，让狗狗的注意力快速转回主人身上可以使用training collar这种设备,,,,,,,,,,
,,,,3,Was the vlogger a spoiling owner or a strict one before sending the dog to military school?,"多线索推理,人物属性建模",A spoiling owner.,,模型需要结合多片段对博主的人物性格进行分析，从博主给Mini Junior建造它最喜欢的屋子以及即使Mini Junior不听博主的指令乱跑乱吠，博主依然宠溺Mini Junior等等行为，模型可推断博主是一个溺爱小狗的人,,,,,,,,,,
,,,,4, What should dog-owning families prepare in the car to keep it clean and tidy?,通用知识推理,A mat to prevent mud.,Mini Junior是被博主允许进入汽车后座的，但因为狗狗爪子着地，每次在上车后，车的后座垫子都会沾上狗狗爪子上的泥土，把后座弄脏。由此推断，养狗家庭最应该准备一个垫子防止狗狗将弄脏后座，保证车的干净整洁。,模型需要定位到Mini Junior进入博主车后座，因为脚粘泥土把车后座弄脏的片段，通过博主的反应推断养狗家庭想要保证车的干净整洁，最应该准备一个垫子防止狗狗将弄脏后座。,,,,,,,,,,
,,,,5,How many things does the vlogger want Mini Junior to learn at military school?,多线索推理,Three things.,,模型需要对博主希望Mini Junior在训犬学校学会的事情进行多线索分析，通过视频中多个片段，博主对Mini Junior在训犬学校15天学习的期望，模型需要搜集片段，对事情的总数进行总结。,,,,,,,,,,
90,https://www.youtube.com/watch?v=D6RHfIo_Hpw&list=LL&index=21,24:47,vlog - 亲子,1,What is Brittney's favorite color?,"多线索推理,人物属性建模",Pink.,,模型需要结合多片段对博Brittney最喜欢的颜色进行分析，通过Brittney的穿着和身上的饰品都是粉色，行李全部是粉色，打开行李箱全部是粉色的物品，模型可推断Brittney最喜欢的颜色为粉色。,,,,,,,,,,
,,,,2,What’s the best spot in a room for doing makeup?,通用知识推理,Near the window.,Brittney一进门看窗户那里的位置摆着ferren的电脑，说自己要在这里化妆，并在改造ferren房间时，将自己的makeul station设立在窗户旁边的桌子上，由此可推断，窗户附近采光好，适合化妆。,模型需要定位到Brittney改造ferren房间的片段，通过Brittney将自己的makeul station设立在窗户旁边的桌子上的行为，模型可推断房间里最适合化妆的地方是窗户附近，采光好，所以Brittney说自己要在窗户旁化妆。,,,,,,,,,,
,,,,3,Is Brittney an arrogant person or a polite one?,"多线索推理,人物属性建模",Arrogant.,,模型需要对比多个片段中Brittney的表现，对Brittney的性格特点进行判定，通过Brittney命令ferren拿行李，拿自己脱下的外套、多个片段的等等行为，模型可判断Brittney是一个傲慢的人,,,,,,,,,,
