视频序号,视频_url,视频长度（min）,视频类型,问题序号,问题,"问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,4,Is Kyle good at cooking?,人物属性建模,Yes.,,模型通过定位Kyle做饭的片段，从食材的准备到对食材进行加工，可以分析出Kyle很擅长做饭。,,,,,,,,,,
,,,,5,Is hunting allowed in Michigan's Upper Peninsula?,"多线索推理,通用知识推理",Yes.,在此次冒险中，Kyle通过射击鸭子和鹅来获取他的主要食材，可见这个地方是允许捕猎的。,模型需要分析整个视频片段，Kyle通过射击鸭子以及鹅来获取他每天的食材，由此可以推出是允许捕猎的。,,,,,,,,,,
76,https://www.youtube.com/watch?v=sSsTR8qqDl4,27:55,探索 - 旅行探险,1,How many kinds of animal bones does the blogger find on the beach when he first arrived in Alaska?,多线索推理,Four.,,模型需要定位到第一次到达时的视频片段，其次通过分析视频内容，他首先发现了鸟的骨架、随后是海胆、鱼的下巴，接着是海狸。所以一共有四种。,,,,,,,,,,
,,,,2,Does blogger have a lot of experience in wilderness survival?,"多线索推理,人物属性建模",Yes.,,博主在户外生存有着丰富的经验，具体体现在多个方面：建造住所、制作早餐、利用水流划皮划艇寻找钓鱼的地方、以及对脚印骨头羽毛的鉴别等等。,,,,,,,,,,
,,,,3,What can people use instead of a frying pan in the outdoors?,通用知识推理,Stone slab.,视频中，博主他在石板上面烙饼，由此可知，当在户外如果没有带平底锅的话，可以使用石板来代替。,模型通过定位到他给自己制作饭菜的片段，分析他都是用了哪些工具，分别都是怎么作用，找出和平底锅作用相同的工具，也就是石板，也就是最终的答案。,,,,,,,,,,
,,,,4,Does blogger have a good sense of direction or not?,人物属性建模,He has a good sense of direction.,,在博主划船的过程中，他可以清晰地说出他在迅速地向相反的方向移动，并且他分析到如果继续留在这个河上，他会被带到一个满是冰山的湖泊；除此之外，他还能够顺利地找到并 回到他生活的沙滩上,,,,,,,,,,
,,,,5,Is fishing allowed in the lagoon in Alaska?,通用知识推理,Yes.,在此次冒险中，通过在湖上钓鱼来获取新鲜的食材，可见这个阿拉斯加的这片环礁湖是允许钓鱼的。,模型需要分析整个视频片段，博主通过钓鱼来获取他每天的食材，由此可以推出是允许钓鱼的。,,,,,,,,,,
77,https://www.youtube.com/watch?v=EA9vY5AVklk,25:24,测评 - 生活用品,1,"Are the gloves of Teddy, Kevin and Jacob all pure white?",多模态/多语言推理,No.,,视频开头Kevin提了一嘴需要戴手套的事，但是没提颜色，需要仔细辨别，Jacob的手套并不是纯白色的。,,,,,,,,,,
,,,,2,Does Kevin love his wife much?,人物属性建模,Yes.,,Kevin在视频结尾的时候说，他喜欢找那种他老婆会喜欢的表，说明他很在乎妻子的喜好，他挺爱老婆的。,,,,,,,,,,
,,,,3,Is Jacob an imaginative or dull person?,人物属性建模,imaginative.,,结合整个介绍Jacob的手表视频，他自己的设计都非常有趣、令人惊叹，旁边的Kevin和Teddy连连表示赞美，足以证明他的创造力和想象力。,,,,,,,,,,
,,,,4,What watch did Jacob show after the Billionaire?,多跳推理,The Epic X.,,定位到介绍Billionaire的片段，紧接着是一款绿色的Epic X。,,,,,,,,,,
,,,,5,What countries did Kevin mention in this video?,多线索推理,"Switzerland, Japan, America, Italy, Thailand and Israel.",,只定位Jacob说话的片段，有的国家提到的是城市，比如纽约、佛罗伦萨，需要仔细辨别。,,,,,,,,,,
,,,,6,Do you need copyright permission to make a watch based on a movie?,通用知识推理,Yes.,Kevin在聆听教父手表的音乐时还问了Jacob是不是也拿到了音乐版权，可见想要以电影和音乐为原型制作产品是一定要得到许可的。,定位到介绍教父手表的片段，Jacob讲了手表的灵感来源，然后联系了派拉蒙影业，协商关于版权的问题，而不是直接就开始制作电影周边产品。,,,,,,,,,,
,,,,7,Are astronauts the only ones who can go to space?,通用知识推理,No.,Jacob只提到了每个人花了大价钱去太空，没提他们的职业，可见现在的太空科技已经很发达，不是宇航员也可以上太空体验。,Jacob设计的手表中有一款上了太空，他提到这几个拿着他手表上太空的人是花钱上去的。,,,,,,,,,,
78,https://www.youtube.com/watch?v=BoXkdu9ozJM,27:10,教学 - 运动,1,Is the racket of Patrick only yellow?,多模态/多语言推理,No,,博主多次提到了如何使用球拍，但没说球拍的颜色，可以看到球拍是黄、蓝、黑拼接的。,,,,,,,,,,
,,,,2,How many tennis players did Patrick mention before he started to teach?,多线索推理,Seven,,定位到视频开头列举顶尖球员的片段，仔细计数，有费德勒、纳达尔、德约、辛纳、阿尔卡拉斯、梅德韦德夫和兹维列夫7位。,,,,,,,,,,
,,,,3,Is Roger Federer a one-handed backhand player?,"人物属性建模,多模态/多语言推理",Yes,,博主在讲解保持平衡的时候，提到了费德勒，但没提他如何持拍，从画面可以看出费德勒是单反球员。,,,,,,,,,,
,,,,4,Is Patrick a strong or weak man?,"人物属性建模,多模态/多语言推理",Strong,,从画面可以看出来博主的肌肉，而且他在不停地动，毫不费力，是个健硕的人。,,,,,,,,,,
,,,,5,Is grass more slippery than other surfaces in tennis?,通用知识推理,Yes,讲平衡能力时特意提到草地，又强调了一位顶尖球员在草地上从不摔倒，那么能在草地上不摔倒的人很厉害，草地是很滑的场地。,博主没有说哪种场地更容易滑倒，但是他介绍如何训练平衡能力的时候，提到了费德勒从来没在草地上滑倒，可见草地和费德勒非常有代表性，草地应该是挺滑的。,,,,,,,,,,
,,,,6,What did Patrick teach after teaching balance?,多跳推理,Position on the court,,定位到讲平衡能力的片段，紧接着是站位。,,,,,,,,,,
,,,,7,Do most tennis players like to hit the ball from inside the baseline?,"多模态/多语言推理,通用知识推理",No,对方打过来的球球速是很快的，等待球速减慢是比较安全的做法。博主说了大部分球员的选择是等待网球靠近他们，其实是在等球速变慢，所以大部分球员站位比较靠后，从博主所站的位置可以看出，他是指在底线后面击球。,定位到博主讲解magnet move的片段，他说大部分球员喜欢等待对方打过来的球靠近自己，而他建议球员要迎前击球，从画面可以看出来他说的等待位置是在底线之后。,,,,,,,,,,
79,https://www.youtube.com/watch?v=bnwHPKIKHiA,20:40,教学 - 运动,1,Is Nadal left eye dominant?,人物属性建模,No,,定位到博主测试女孩们主导眼的片段，介绍了主导眼和惯用手不同的叫cross-dominent。他说纳达尔是cross-dominent，而纳达尔是天生右撇子，打网球会改成左手，那他的主导眼应该是右眼。,,,,,,,,,,
,,,,2,What's Federer's habit of wearing on his head while playings tennis?,"人物属性建模,多模态/多语言推理",A Headband.,,定位到博主讲解费德勒正手的片段，每一个片段里的费德勒都带着发带打球。,,,,,,,,,,
,,,,3,Do most people know which their dominant eye is?,通用知识推理,No,连专业教练都不了解主导眼，普通人更不理解，也不太会知道自己的主导眼是哪一只。,博主说了大部分教练都不知道有主导眼这回事，四位学习网球的女孩也是现场测试的，说明这个生理特性不是很普及的概念。,,,,,,,,,,
,,,,4,Is it easier to a person to change dominant eye than dominant hand?,通用知识推理,No,博主说了主导眼传递的信息更多，提到了神经系统在这个过程的作用。在给4位女孩教学的时候只纠正了击球动作，从未提起过改变主导眼的问题，这种生理特征应该非常是很难改变的。,博主从未提起过改变主导眼的例子，不过说起了纳达尔击球惯用手是后天改的。,,,,,,,,,,
,,,,5,How many flags are hung around the venue?,多线索推理,Ten,,出现国旗的片段集中在博主指导几位女孩技术的部分，镜头很短，需要结合多个瞬间计数。,,,,,,,,,,
,,,,6,Who did Patrick mention before he teach the non-cross-dominent girls to serve?,多跳推理,Alexander Zverev,,定位到教non-cross-dominent女孩发球之前的片段，可以知道球员的名字是兹维列夫。,,,,,,,,,,
80,https://www.youtube.com/watch?v=W6NpZsvzkDY,35:47,纪录片-历史纪实,1,Does alien spacecraft carry radiation?,通用知识推理,Yes,视频中空军两人在接触过飞行器后的几个月内都出现了身体上的变化，比如视力变化、牙龈变白等，而当他去看医生时，医生询问是否被辐射过，由此可以推测飞行器是携带辐射的。,模型需定位到两位空军人员在1980年接触过飞行器的片段，视频中两人在那之后都出现了身体上的变化，而当他去看医生时，医生询问是否被辐射过，由此可以推测飞行器是携带辐射的。,,,,,,,,,,
,,,,2,Should the metal detector be used at a distance from the surface or completely close to it?,"多模态/多语言推理,通用知识推理",It should be used at a distance from the surface.,视频中frank教授和琳达还有乔治奥仪器探测地表元素时，通过观察可以看到金属探测仪并没有贴近地表，而是相隔一段距离，由此可以推测金属探测仪在使用时不需要完全贴近表面。,模型需定位到frank教授与琳达还有乔治奥三人使用金属探测仪的片段，通过观察可以发现与地表有一定距离。,,,,,,,,,,
,,,,3,Is Professor Frank an expert who only knows theory or an expert who also takes practice into consideration?,"多线索推理,人物属性建模",An expert who also takes practice into consideration.,,模型需定位到linda、乔治奥与frank教授初次见面的片段，linda在路上就提到frank教授对此很有研究，见面后frank教授还带着金属探测仪与linda和乔治奥仪器探测地表是否有值得研究的东西，因此他的研究不只是理论，也有实践。,,,,,,,,,,
,,,,4,Is Giorgio passionate or bored with his work on extraterrestrial civilizations?,"多线索推理,人物属性建模",Passionate,,模型需定位到Giorgio探访多位外星文明见证人的片段，通过观察他总是面带微笑，并且在采访中抛出问题，毫不松懈，并对外星文明有着浓厚的兴趣和探索精神。可以看出他对此是热爱的，感兴趣的。,,,,,,,,,,
,,,,5,What color is the box that Professor Kimbler uses to collect UFO metal fragments?,多模态/多语言推理,Black,,模型要定位到linda、乔治与kimbler教授会面的片段，他们见面后kimbler教授拿出了收集ufo金属碎片的盒子与linda和乔治分享，通过观察可知盒子是黑色的。,,,,,,,,,,
81,https://www.youtube.com/watch?v=2O7nrMnF2Y0,28:01,纪录片-历史纪实,1,Can a mummy be exposed to radiation from a CT scan?,通用知识推理,Yes,纪录片中提到拉姆西斯生前有很多敌人，死后有专家将他的木乃伊ct扫描后得知，他生前脖子受伤失血过多而死。由此可以得知，木乃伊可以被ct扫描而不受损，可以接受一定量的辐射。,模型需定位到主持人采访为拉姆西斯ct扫描的专家的片段，片段中专家指出在对拉姆西斯进行ct扫描时发现了脖子的异样，并由此推测出他的死因。所以木乃伊可以承受一定的辐射。,,,,,,,,,,
,,,,2,Is the road to Tutankhanmu tortuous or easy?,"多模态/多语言推理,通用知识推理",Tortutous,纪录片中拍摄了从山谷抵达黄金棺材的路途，需要经过多阶楼梯，并且从历史上记载可知，这里的墓穴被保存的很完好没有被偷盗。由此可知通向该墓穴的道路很曲折。,模型需定位到bettany到达山谷中的墓穴的片段，画面中山谷中的路段很艰难，并且在墓穴内部也有许多阶梯，由此可知，从山谷到该墓穴的路是曲折的。,,,,,,,,,,
,,,,3,Is Ramses a brave leader or a weak one?,人物属性建模,Brave,,模型需定位到介绍拉姆西斯生前事迹的片段，纪录片提到他一生中有很多敌人，并且要击退许多敌军，由此可见他是一个英勇的人而不是一个软弱的人。,,,,,,,,,,
,,,,4,Is Bettany very passionate about Egyptian history or is he not interested in it?,"多线索推理,人物属性建模",Passionate,,模型需定位到该纪录片中的bettany的很多片段，她在每次发言或者采访专家时都面带微笑，并且对埃及的历史很了解，但是对于未知领域也有很强的探索欲，由此可知，她对埃及的历史有浓厚的兴趣。,,,,,,,,,,
,,,,5,Is the Rosetta Stone brown or gray?,多模态/多语言推理,Brown,,模型需定位到纪录片讲述罗塞塔墓碑的片段，这是一块刻有埃及象形文字的石头，通过视频给出的画面可以观察到，墓碑本体呈现棕色。,,,,,,,,,,
82,https://www.youtube.com/watch?v=bMnLf5KFSos,24:56,探索 - 旅行探险,1,What is the relationship between Brent and Lexi?,人物属性建模,Siblings.,,模型需要定位到视频中两人的相关片段，提到“bro I feel like you should stop”，视频中隐含的亲属称谓和互动模式说明他们是siblings。,,,,,,,,,,
,,,,2,Is Dom good at integrating information?,"多线索推理,人物属性建模",Yes.,,"Dom 在森林寻找坠机时负责路线规划（""according to the Google image""），在沉船和水下飞机探险中主导探索方向，在幽灵镇通过旧报纸分析背景信息，显示其具备较强信息整合能力。",,,,,,,,,,
,,,,3,Where do they go before they went to Doll Island?,多模态/多语言推理,The underwater wreckage of the plane.,,视频需要定位到他们去娃娃岛的画面，在定位到他们去探索飞机残骸的画面。,,,,,,,,,,
,,,,4,Do Mexican folk believe much in rituals to appease the dead?,通用知识推理,Yes.,悬挂人偶是墨西哥民间信仰中安抚亡灵的仪式（如 La Llorona 传说）。视频中岛主悬挂娃娃以平息女孩怨灵的行为，所以可以推出结论，墨西哥人很信仰安抚死者的仪式。,模型需要定位到悬挂人偶的相关片段，这是墨西哥民间信仰中安抚亡灵的仪式（如 La Llorona 传说）。视频中岛主悬挂娃娃以平息女孩怨灵的行为，故推出结论，墨西哥人很注重安抚死者的仪式。,,,,,,,,,,
,,,,5,What do people use to find large objects in the wild?,通用知识推理,Unmanned aerial vehicle.,视频中他们寻找失事飞机是利用无人机在空中探索情况，所以可以推理得出结论，人们在野外用无人机来寻找大型物体。,模型需要定位到寻找失事飞机的相关片段，探索者们是利用无人机在空中探索情况，所以可以推理得出结论，人们在野外用无人机来寻找大型物体。,,,,,,,,,,
83,https://www.youtube.com/watch?v=U_LlX4t0A9I,26:09,探索 - 旅行探险,1,What is Haze's marital status?,人物属性建模,Married.,,模型需要定位到视频中Haze的相关片段，他提到自己有妻子和孩子（“老婆要独自照顾两个小孩子”“回家和家人团聚”），且妻子在挑战期间独自照顾家庭（“和刚出生的儿子都没有一起待过这么多天”），可以推断出已婚。,,,,,,,,,,
,,,,2,Is Griz an optimistic or a negative man?,"多线索推理,人物属性建模",An optimistic man.,,模型需要定位到Griz的相关片段，他在挑战中多次表现出坚持（如“计划待一年”“熬很久”），并积极解决问题（如主动搭建窝棚、造船）。面对饥饿和寒冷时仍鼓励哈泽（“我们会把他的钱全部给赢过来”），且最终尊重哈泽离场决定，体现乐观。,,,,,,,,,,
,,,,3,What do they decide after the storm?,多跳推理,They move the tent near the water source.,,模型需要定位到视频中下暴雨的画面，再定位到他们搬动帐篷到水源附近的画面。,,,,,,,,,,
,,,,4,Can pine needles be used to make beds to keep warm in the wild?,通用知识推理,Yes.,视频中两人用松针铺床保暖（“用松针做床”），松针的蓬松结构能隔绝冷空气，由此可以得出结论在野外，松针可以用来铺床取暖。,模型需要定位到视频中两人在野外寻找铺床的材料，得知他们使用松针铺床，由此得出结论松针可以用来铺床取暖。,,,,,,,,,,
,,,,5,Is it better to build a tent in the wilderness with a flat or a spire?,通用知识推理,A spire.,视频中两人在暴雨之后选择搭建三角形的帐篷，由此可以推理出结论，在野外搭个尖顶帐篷好。 ,模型需要定位到视频中他两在暴雨之后搭建帐篷，选择搭建三角形的帐篷，由此可以推理出结论，在野外搭个尖顶帐篷好。 ,,,,,,,,,,
84,https://www.youtube.com/watch?v=nicMudN877M,31:14,探索 - 旅行探险,1,What is the relationship between Cara and Nate?,"多线索推理,人物属性建模",They are lovers.,,模型需要定位到视频中两人的相关片段，他们以昵称 “mate” 互动，Cara 称 Nate 为 “my love”，且 Nate 承担主要负重（如 “他的背包可能是我的五倍重”），体现亲密关系和相互依赖，所以可以得出结论他们是恋人。,,,,,,,,,,
,,,,2,Is Cara in good health?,人物属性建模,No.,,"模型需要定位到视频中Cara的相关片段，她在赞助商环节提到""my epilepsy journey""，并描述了她对偏远地区医疗资源的担忧。通过她自述的""struggling and sad""情绪及对医院距离的焦虑，可推断她正在应对癫痫问题，所以她身体并不健康。",,,,,,,,,,
,,,,3,How many places do Cara and Nate go?,多线索推理,Five.,,模型需要定位到他们的相关片段，有Grand Canyon Caverns Inn， Havasupai Village，Havasu Falls，Mooney Falls，Beaver Falls共5个地点。,,,,,,,,,,
,,,,4,Does Supai Village have an independent power generation system?,通用知识推理,No.,视频中提到村庄有 “从峡谷顶部延伸下来的电力线”，说明其供电依赖外部电网，而非独立发电系统。,模型需要定位到视频中提及Supai Village电力的相关语言信息，由此可以推理得出其供电依赖外部电网，而非独立发电系统。,,,,,,,,,,
,,,,5,Is it better to go to Havasupai in summer or winter?,通用知识推理,In winter.,视频中提到夏季气温达115°F（46°C），冬季许可证易获取是因为高温导致徒步危险系数剧增，需结合“夏季需日出前出发”与“冬季轻松获取许可”推理，由此可以推理出冬天去Havasupai比较好。,模型需要定位到关于Havasupai的相关片段，视频中提到夏季气温，冬季许可证易获取是因为高温导致徒步危险系数剧增，需结合“夏季需日出前出发”与“冬季轻松获取许可”推理，由此可以推理出冬天去Havasupai比较好。,,,,,,,,,,
85,https://www.youtube.com/watch?v=AQEYCuVLlCI,21:17,探索 - 体验新事物,1,Where is BREYERFEST held? ,"多线索推理,通用知识推理",Louisville.,视频中Dee说自己要去BREYERFEST，她乘坐了两趟飞机，最终抵达Louisville，由此可知BREYERFEST在Louisville举办。,模型需要根据多个画面，首先得知Dee要去参加BREYERFEST，然后根据之后的画面得知Dee最终抵达的是Louisville，由此可知BREYERFEST在Louisville举办。,,,,,,,,,,
,,,,2,"If you want to buy horse-related art, where can you go? ",通用知识推理,The Clabion.,视频中Dee在The Clabion买了马的模型，根据画面也可以看到那里有很多马相关的工艺品，因此如果你想买和马有关的艺术品，可以去The Clabion。,模型需要定位Dee去The Clabion的片段，根据片段中出现的很多马相关的工艺品和Dee在那里购入的东西可以得出结论，如果你想买和马有关的艺术品，可以去The Clabion。,,,,,,,,,,
,,,,3,Is Dee an extrovert or an introvert? ,"多线索推理,人物属性建模",Extrovert.,,模型需要根据多个片段进行分析，片段中Dee与别人交谈甚欢，由此可知Dee是个外向的人。,,,,,,,,,,
,,,,4,What does Dee do for a living? ,人物属性建模,Artist.,,模型需要定位Dee向我们介绍一个男生，说他买了自己的一个作品，由此可知Dee是一个艺术家。,,,,,,,,,,
,,,,5,Where did Dee go after the raffle? ,多跳推理,The auction.,,模型需要首先定位抽奖的片段，再根据之后的画面分析得出Dee去了拍卖会。,,,,,,,,,,
86,https://www.youtube.com/watch?v=jzl-NwPT3F0,22:48,vlog - 居家,1,How many cups did mikayla find when she unpacked the package? ,多线索推理,Nine.,,模型需要根据多个画面，识别出片段中不同的杯子并进行统计，最终可以得出mikayla总共从包裹里拆出了九个杯子。,,,,,,,,,,
,,,,2,Is mikayla a matcha lover? ,"多线索推理,人物属性建模",Yes.,,模型需要定位多个片段，片段中可以看到mikayla有专门的抹茶空间，还有很多抹茶工具，可以推测出mikayla是个抹茶爱好者。,,,,,,,,,,
,,,,3,What can be used to clean the dirt on the stove? ,通用知识推理,Dishwashing liquid.,视频中mikayla在清洁灶台时用了洗洁精，并且清理的很干净，由此可知洗洁精可以用来清理灶台污渍。,模型需要定位mikayla清理灶台的片段，根据片段中mikayla用的清洁剂得出洗洁精可以用来清理灶台污渍。,,,,,,,,,,
,,,,4,Does mikayla live alone? ,人物属性建模,"No, she has a roommate.",,模型需要定位mikayla 展示厨房橱柜的片段，片段中mikayla 说橱柜太高了，她和她室友都够不到最上层，因此可知mikayla 不是独居，她有一个室友。,,,,,,,,,,
,,,,5,What is the required water temperature for making matcha? ,通用知识推理,Hot water.,mikayla 在打抹茶时说加入准备好的热水，由此可知打抹茶需要热水而不是冷水。,模型需要定位mikayla 打抹茶的片段，根据片段中mikayla 的话可得出打抹茶需要用热水。,,,,,,,,,,
87,https://www.youtube.com/watch?v=ti84pJc5J5I,27:19,探索 - 旅行探险,1,What should you do in advance to avoid getting stuck when traveling around Hana Island? ,通用知识推理,Refuel in advance.,视频中的男主人说Hana环岛途中没有服务点，需要提前加油，因此为了在Hana环岛旅行时为了不被困在半路应该提前给车子加满油。,模型需要定位男人介绍Hana的片段，根据片段中男人的话可得出结论。,,,,,,,,,,
,,,,2,Do you recommend Hana for self-driving if you are not a good driver? ,"多线索推理,通用知识推理",Not recommended.,视频中一路上的路都很难开，路很窄，视频的男女主人公总是在感叹路难开，因此推测车技不好的人不推荐去Hana自驾。,模型需要根据多个片段，根据片段中男女主关于道路的评价可知Hana的路很难开，由此可知车技不好的人不推荐去Hana自驾。,,,,,,,,,,
,,,,3,Do Laura prefer to be the driver or the passenger? ,人物属性建模,The driver.,,模型需首先找到谁是Laura，根据男主人公对女同伴的称呼可知女同伴名叫Laura，再要定位男主人公开车的片段，片段中Laura表现得很紧张，并说下次还是让她开车，由此可判断Laura更喜欢当司机。,,,,,,,,,,
,,,,4,Where did the bloggers go after visiting Hookipa? ,多跳推理,Twin Falls.,,模型需要首先定位视频主人公去HOOKIPA的片段，再根据之后的片段画面分析得出他们去了Twin Falls。,,,,,,,,,,
,,,,5,Where Laura come from? ,人物属性建模,Florida.,,模型需要定位视频主人公在HOOKIPA玩的片段，片段中Laura说那么美的景色肯定会在她回去之后恋恋不忘，男主人公理解错了，以为她说的“回去”是回佛罗里达，但是Laura说不是，是回酒店，由此可知Laura是从佛罗里达来的。,,,,,,,,,,
88,https://www.youtube.com/watch?v=z242jdo6Rbw&t=1015s,24:25,探索 - 体验新事物,1,Is Medha single? ,人物属性建模,"No, she has a husband.",,模型需要定位Medha抱着花的片段，片段中Medha说今天是自己的生日，她老公送了一束花给她，由此可知Medha不是单身，她有老公。,,,,,,,,,,
,,,,2,Do seats in different classes of Cathay Pacific NEW ARIA SUITE have individual electronic screens? ,"多线索推理,通用知识推理",Yes.,根据三个人拍摄的画面可知国泰航空NEW ARIA SUITE每种舱位的座位都有独立的电子屏。,模型需要定位不同片段，根据三人拍摄的画面可以看到每种舱位的座位都有独立的电子屏。,,,,,,,,,,
,,,,3,"If you want to have a better dining experience in Cathay Pacific Business Class, what cuisine should you choose? ",通用知识推理,Asian cuisine.,Nicky在品尝完商务舱的西餐后说如果你想尝鲜可以点西餐，但是如果追求更好的体验建议选亚洲菜。,模型需要定位Nicky品尝飞机餐的片段，根据片段最后Nicky的评价可知如果想在Cathay Pacific商务舱获得更好的用餐体验，应该选亚洲菜。,,,,,,,,,,
,,,,4,Can Nicky use chopsticks? ,人物属性建模,Yes.,,模型需要定位Nicky 吃面条的片段，片段中Nicky 吃面条时用的是筷子，因此可知Nicky 会使用筷子。,,,,,,,,,,
,,,,5,What did Liam eat after wheat tomato salad? ,多跳推理,Haagen-Dazs ice cream.,,模型需要首先定位Liam吃小麦番茄沙拉的片段，再根据之后的画面看到他吃的是哈根达斯冰淇淋。,,,,,,,,,,
89,https://www.youtube.com/watch?v=5aTHNR37HuU,27:07,vlog - 运动,1,Is Duke very popular person among people?,"多线索推理,人物属性建模",Yes,,"视频里作者在划完雪后，在人群中，有个小女孩找他合影，其他画面中也有很多人认出他了，与他交谈甚欢。由此看出作者很出名,大家都喜欢他。",,,,,,,,,,
,,,,2,How to put feet in the ski version?,"多模态/多语言推理,通用知识推理",Wear the toes first and then the heels.,视频定位到作者换成双板滑雪的片段，作者穿雪板的时候说把脚趾踩进去，接着画面便从脚趾头到脚后跟，由此推断出穿双板滑板先穿脚趾再穿脚后跟。,视频定位到作者换成双板滑雪的片段，作者穿雪板的时候先把脚趾踩进去，接着画面便从脚趾头到脚后跟。,,,,,,,,,,
,,,,3,What is Duke's favourite sport?,"多线索推理,人物属性建模",Snowmobiles,,视频里作者体验了三项运动，单板滑雪，双板滑雪和雪地摩托，他在单板和双板滑雪都摔了，在雪地摩托上非常开心，由此推断出他最喜欢雪地摩托。,,,,,,,,,,
,,,,4,When is it possible to ski at Aspin Ski Resort?,"多模态/多语言推理,通用知识推理",Both day and night.,视频里作者进行的单板滑雪可以从背景看出，是在夜晚，由此推断Aspin白天和夜晚都可以滑雪。,视频需结合单板滑雪片段，在单板的时候明显看到是晚上，在双板和雪地摩托的时候是白天。,,,,,,,,,,
,,,,5,How many sports did Duke play?,"多线索推理,多跳推理",3,,视频中出现了三项运动，单板滑雪，双板滑雪和雪地摩托。,,,,,,,,,,
90,https://www.youtube.com/watch?v=J3jufq8b7ms,28:19,探索 - 旅行探险,1,How to go up the Praia Vermelha mountain without queuing?,通用知识推理,Buy your tickets online in advance.,视频里作者刚上山的时候，画面拍到了很多人在排队，作者和妻子说了还好他们提前在网上订票，这样绕过了很多流程，由此他推断出上这个山可以提前网上购票避免排队。,视频里第一个景点需要排队检票上山，作者提到他们提前在网上定了票，他们很快就上山了，避免了很多流程。,,,,,,,,,,
,,,,2,What was Chews' favourite food in Rio?,"多线索推理,人物属性建模",Assai,,视频里他们在吃到Asai的时候说到强烈推荐，由此推测而出他们很喜欢。,,,,,,,,,,
,,,,3,Do Chews like Rio travel?,人物属性建模,Yes,,视频中他们去了很多景点吃了很多好吃的，一路上都很开心，看到了著名景点，救世主的雕像，因此他们认为是值得的，喜欢的。,,,,,,,,,,
,,,,4,Who have six-pack abs?,"多线索推理,多模态/多语言推理",A couple of passers-by.,,视频里他们觉得自己有那么多腹肌就好了，但是他们没有，而是在路上看到了一对夫妇，那一对夫妇有六块腹肌。,,,,,,,,,,
,,,,5,Is Uber cheaper in Rio than in the United States？,"多线索推理,通用知识推理",Yes,视频开头他们说下飞机直接打车很实惠，一个小时的车程只花了二十美元，但是在美国五分钟车程就要花二十美元，因此里约的出租车比美国贵。,视频定位到他们刚下飞机坐出租车去往酒店，他们一个小时的车程才花了二十美元。,,,,,,,,,,
91,https://www.youtube.com/watch?v=nXTFINaC6EM,26:10,探索 - 体验新事物,1,Does the first class on the “KiwiRail” offer a good travel experience?,"多线索推理,通用知识推理",Yes.,通过视频的展示，Kiwi列车不仅提供丰盛的早餐、午餐、饮品，还有甲板可以体验到外面新鲜的空气，还有优美的景色等等都可以给乘客带来很棒的旅行体验。,模型需要分析整个视频片段，通过博主对火车上一系列的设施（甲板、卫生间、桌椅）的介绍，还有食物的介绍等等，可以推出火车给乘客带来很棒的旅行体验。,,,,,,,,,,
,,,,2,Does the “KiwiRail” stop at the station long enough?,通用知识推理,No.,当火车停到站台的时候，博主决定下车去欣赏景色，但是很快，他就需要匆忙的返回车厢。由此可知时间是不够的。,模型需要定位到火车在站台停靠时的片段，通过分析博主的行为动作，可以推出火车在站台停靠的时间是不充足的。,,,,,,,,,,
,,,,3,How many breakfasts are provided on the train?,多线索推理,Three.,,模型需要定位到他们在火车上享用早餐的片段，可以分析得出一共吃了三顿早餐。,,,,,,,,,,
,,,,4,Is Mike more outgoing or shy?,"多线索推理,人物属性建模",More outgoing.,,模型需要分析整个视频片段，观察Mike如何和其他人进行互动，分析他的行为动作，可以推出他是一个十分外向的人。,,,,,,,,,,
,,,,5,Does Mike get seasick?,人物属性建模,No.,,模型需要分析Mike在轮船上的精神状态，他很兴奋，很享受，并且还和对面船上的人进行互动，可以看出他并没有任何的不适，所以可以推出他不晕船。,,,,,,,,,,
92,https://www.youtube.com/watch?v=e2zi6FRZLwM,27:07,探索 - 体验新事物,1,Is it easy to get a ticket for the Seven Stars in Kyushu?,通用知识推理,No.,这趟火车只有20个乘客，座位很少，并且票价昂贵，除此之外，大家需要抽奖才能获取名额，并且中奖的几率很低很低，由此可以买一张票是很不容易的。,模型需要分析总结这趟列车的特点，比如名额少，票价贵，以及他们名额分配机制，可以得出买一张票是很不容易的。,,,,,,,,,,
,,,,2,Which car number is the dining car located in?,多模态/多语言推理,Number 1 and 2,,模型需要结合博主的介绍以及视觉分析，博主只介绍了餐车，但是具体在哪一节车厢是通过图片展示的，综合分析可以得出在第一和二节车厢。,,,,,,,,,,
,,,,3,"If people don’t want to buy an extra SIM card when traveling to a new country, what product can they use instead?",通用知识推理,Using airalo.,博主介绍这个airalo，在人们去新的国家旅游前，只需要购买他们这个产品，着陆后，人们可以直接访问数据漫游，使得整个旅程变得很丝滑无缝。,模型通过定位到博主对airalo的介绍，通过分析这款产品的介绍，可以得出答案。,,,,,,,,,,
,,,,4,Can Will use chopsticks? ,人物属性建模,"Yes, he can.",,模型需要定位Will吃饭的片段，片段中Nicky 品尝各种菜都是用得到的筷子，由此可知，他会使用筷子。,,,,,,,,,,
,,,,5,Do Will and his father have a good relationship?,"多线索推理,人物属性建模",Yes.,,模型需要找到Will和他的父亲相处的片段，比如一起吃饭，一起喝下午茶，可以看出他们的关系相处的很融洽，关系很好。,,,,,,,,,,
