视频序号,视频_url,视频长度（min）,视频类型,问题序号,"问题
","问题类型
",答案,若涉及通用知识推理，则写出推理步骤（知识点）,依据（解题思路）,,,,,,,,,,
,,,,3,"If you wear a qualified life jacket correctly and enter the water in different postures, what posture will it help you assume in the water? ",通用知识推理,Lie face up.,正确穿戴合格救生衣的落水者，无论以何种姿势入水（如直立、俯卧、头朝下等），最终都会自动稳定在仰面朝上的姿势（面部露出水面）。,通过观看视频，视频中pack和trip在多次测试了不同情况、不同姿势下等，观察到在理想状态，合格穿戴救生衣的情况下，救生衣使人呈现仰面朝上的姿势。,,,,,,,,,,
,,,,4,"After testing the posture in the vertical position while wearing a life jacket in the water, what posture did Trip test? ",多跳推理,Face down.,,通过观看视频，视频中测试了穿着救生衣在不同的姿势下的情况，其中当测试了vertical position的姿势后，测试了face down的姿势。,,,,,,,,,,
,,,,5,Is the relationship between Trip and Pack harmonious or distant?,人物属性建模,Harmonious.,,通过观看视频中，trip和pack的互动，如开心的表情，愉快的相处氛围等细节可知，两人的关系很融洽，而非不合有距离。,,,,,,,,,,
60,https://www.youtube.com/watch?v=moAubcG80Ts,35:55,访谈 - 静态（对话密集型，少量视觉信息）,1,"Which word is more suitable to describe the host Jennifer, ""amiable"" or ""frightening""? ","多线索推理,人物属性建模",Amiable.,,通过观察主持人Jenifer的主持，如与嘉宾亲切的互动、和蔼的表情等细节，由此可知，用和蔼可亲来形容主持人Jenifer更合适。,,,,,,,,,,
,,,,2,Is the style of The Jennifer Hudson Show relaxed or tense?,通用知识推理,Relaxed.,《The Jennifer Hudson Show》（詹妮弗·哈德森秀）是一档以轻松、温暖和娱乐性为主的日间脱口秀节目。其风格与詹妮弗·哈德森本人热情亲切的形象高度契合，整体氛围偏向活泼、幽默和正能量，强调与嘉宾和观众的互动感。,通过观察视频，如主持人Jennifer与观众轻松的互动、愉快的节目环节等，由此可知该节目的节目风格是轻松的而非紧张的。,,,,,,,,,,
,,,,3,Is Jennie an artist who dabbles in multiple fields?,人物属性建模,Yes.,,通过观看视频，可以了解到Jennie不仅是一位女团成员之一，还是一名说唱歌手，同时还从事时尚行列等，由此可知Jennie是一位涉猎多领域的艺人。,,,,,,,,,,
,,,,4,Who is the next guest after Jennifer finishes the interview with Kevin Hart? ,多跳推理,Jennie.,,通过观察视频Jenifer在和Kevin聊完，于是邀请了下一位嘉宾Jennie。,,,,,,,,,,
,,,,5,Is “The Jennifer Hudson Show” a program where one can see the more relaxed and human side of artists?,通用知识推理,Yes.,《The Jennifer Hudson Show》以轻松自然的聊天和即兴互动，让明星卸下光环，展现真实、松弛的一面，观众能看到他们更生活化、有人情味的状态。,通过观看视频，如视频中Jennie分享了自己生活中喜欢的零食，以及自己的一些经历等，让观众了解到更生活化、更人情味的艺人。,,,,,,,,,,
61,https://www.youtube.com/watch?v=Djy1BSKdjsY,30:05,教学 - 手工,1,Where did the Mayflower make its official landing? ,通用知识推理,"Plymouth, Massachusetts.",“五月花号” 于 1620 年 12 月 21 日在美国马萨诸塞州的普利茅斯登陆。,定位到视频里，abby讲述到“五月花号”航行了大西洋，在一个叫普利茅斯马萨诸塞州的地方登陆了。,,,,,,,,,,
,,,,2,"Which word can better describe Abby, enthusiastic or indifferent?",人物属性建模,Enthusiastic.,,通过观察视频里Abby的行为，如Abby夸张的动作、和rayn的互动等，由此可知Abby是一个充满热情的人。,,,,,,,,,,
,,,,3,When was the Pilgrims' first successful harvest?,通用知识推理,In 1621.,朝圣者（普利茅斯殖民地的英国清教徒）的首次成功丰收发生在 1621年秋季，这一事件成为美国感恩节的传统起源。,定位到视频片段，Abby讲述了美洲原住民向朝圣者传授了，如何种植的食物，于是在1621年迎来了首次丰收。,,,,,,,,,,
,,,,4,Is Rayn an outgoing boy?,"多线索推理,人物属性建模",Yes.,,通过观察Rayn的行为，如开心的回答、和Abby活泼的互动等，由此可知，Rayn是一个外向开朗的男孩。,,,,,,,,,,
,,,,5,"After the handprint dried, what did Abby and Rayn do?",多跳推理,Add googly eyes.,,定位到视频里，当讲完感恩节的意义后，手印干了，于是开始添加活动眼珠在作品上。,,,,,,,,,,
62,https://www.youtube.com/watch?v=u7eLwLeNLt8,23:17,vlog - 旅行,1,Where can we exchange money in Somalia?,通用知识推理,The local residents' own bank on the sidewalk.,索马里人直接把钞票堆放在路边来进行货币兑换和其他业务。,找到博主换钞票的画面，推断答案。,,,,,,,,,,
,,,,2,What did Samia think of the security situation in Africa?,人物属性建模,She considers it very dangerous.,,Samia表示在非洲旅游时他需要时刻抓紧自己的背包，以此推断。,,,,,,,,,,
,,,,3,What should one do if one wants to leave the city borders of Somalia?,通用知识推理,Find a escort to accompany you.,在索马里出入城市需要随行官同行。,根据博主在坐车出入时的片段判断。,,,,,,,,,,
,,,,4,Is Dr. Edna Adan a person who cares about the common people? ,人物属性建模,"Yes,she is.",,先找到Dr. Edna Adan讲话的片段根据她自己的介绍和博主对她的背景的介绍推断。,,,,,,,,,,
,,,,5,What is the goal that Samia's initiative aims to achieve? ,多线索推理,Gender Equality in the Somali Region.,,根据视频后段Samia带领我们参观的地点以及所表达的观点推断。,,,,,,,,,,
63,https://www.youtube.com/watch?v=9tBsMSDoDqk,33:52,综艺 - 表演/选秀,1,What are the promotion rules of America's Got Talent? ,"多模态/多语言推理,通用知识推理","When all four judges said ""yes"" after the performance was over.",Knowledge about the qualificaton requirements for advancing to the next round of America's Got Talent show.,依据参赛者和评委以及观众的神情和肢体动作来推断。,,,,,,,,,,
,,,,2,Where did Kevin Lee get the corn kernel from before making popcorn?,多跳推理,The corner of his eye.,,Kevin从他的眼眶中变出了玉米粒来制作爆米花。,,,,,,,,,,
,,,,3,What are Bren Cummings' special skills?,人物属性建模,Ventriloquism.,,根据Bren Cummings的表演内容推断。,,,,,,,,,,
,,,,4,Is Mandy Muden a humorous person?,人物属性建模,"Yes, she is.",,依据Mandy在表演前和表演中的对话推断。,,,,,,,,,,
,,,,5,What will the ultimata winner of the America's Got Talent show receive?,"多线索推理,通用知识推理",A million dollars.,The final award of America's Got Talent.,根据每名参赛者上场时评委的问题推断。,,,,,,,,,,
64,https://www.youtube.com/watch?v=2Ubrg8Ri1-M,31:18,教学 - 烹饪,1,Which country is tequila the traditional drink for ?,通用知识推理,Mexico.,德克萨斯靠近墨西哥，是受到了墨西哥文化的影响而兴起龙舌兰酒，因为龙舌兰酒（tequila）是墨西哥的传统饮品。,视频内容：Gordon询问Matthew德克萨斯州地区为什么会喜爱龙舌兰酒，Matthew提到可能是因为靠近墨西哥，受墨西哥文化影响大。——>龙舌兰酒是墨西哥的传统饮品。,,,,,,,,,,
,,,,2,Why does the cutting board sometimes have a strong smell after cutting coriander?,通用知识推理,Because the green leaves were chopped too small.,在切绿色叶子的蔬菜时，不应该把它们切的过于小，不然味道会停留在菜板上，菜本身则会失去味道。,视频内容：Gordon提醒Matthew在切绿色叶子蔬菜时不要切的太小，不然味道会停留在菜板上。——>推理：把绿叶菜切得太小会让菜失去味道。,,,,,,,,,,
,,,,3,Is Matthew someone who has a habit of writing a diary?,人物属性建模,"Yes, he is.",,视频内容：Matthew提到自己从12岁到50岁都坚持写日记。——>推理：Matthew是一个有写日记习惯的人。,,,,,,,,,,
,,,,4,Is Matthew a person with a strong sense of social responsibility ?,"多线索推理,人物属性建模","Yes, he is.",,视频内容：Matthew提到他建立了基金会帮助有需要的人，他在全美建立了50所学校。——>推理：Matthew是一个由社会责任心的人。,,,,,,,,,,
,,,,5,"After oiling the meat, what did Gordon do?","多跳推理,多模态/多语言推理",He sprinkled some seasoning powder on it.,,模型需要定位到Gordon给肉涂油的片段，然后根据视频画面中Gordon的动作（给肉撒调料份）进行分析。,,,,,,,,,,
65,https://www.youtube.com/watch?v=gDcvk2TX5s4,33:48,教学 - 医疗,1,"Which one is more appropriate to describe Ozzie, full of energy or listless?","多线索推理,人物属性建模",Full of energy.,,通过观察视频，可以看到Ozzez在参观时，充满热情与活力，并且动作夸张等细节，由此可知，Ozzie是活力满满的而非无精打采。,,,,,,,,,,
,,,,2,"Why is the word ""Ambulance"" on the vehicle pasted upside down?",通用知识推理,In order to remind the driver in front.,“Ambulance”倒着贴是为了让前方车辆通过后视镜快速识别救护车，从而提高道路通行效率，为紧急情况争取更多时间。这种设计体现了对细节的考虑和对生命的尊重。,定位到视频里，Ozzie提问了为社么车上的“Ambulance”倒着贴的，救援人员回答道，是为了便于前方开车的人能从后视镜里识别。,,,,,,,,,,
,,,,3,Which number should be dialed for emergency rescue in Australia?,通用知识推理,000.,在澳大利亚，救援电话是000。当人们遇到紧急情况，如生命受到威胁、突发严重疾病、遭遇火灾、发生严重交通事故或目睹犯罪行为等，都可以拨打 000 联系警察、消防部门或救护车服务。,定位到视频里，Ozzie询问了关于小朋友遇到困难，是该拨打什么救援号码，救援人员说“000”，由此可知，在澳大利亚，救援电话是三个零。,,,,,,,,,,
,,,,4,Is Dakota a patient and meticulous person?,人物属性建模,Yes.,,通过观察视频，可以知道护理人员 Dakota 带领着Ozzie详细地参观介绍救援中心，讲解十分详细，说明是个耐心仔细的人。,,,,,,,,,,
,,,,5,"After introducing the front of the ambulance, where did Ozzie introduce?",多跳推理,The back of the ambulance.,,通过定位到视频里，Ozzie说感觉救护车的前部感觉很酷，想到救护车后部再看看，由此可知，当介绍完救护车前部后，介绍了救护车的后部。,,,,,,,,,,
66,https://www.youtube.com/watch?v=-teiVyyAJb8,22:00,探索 - 旅行探险,1,Is Julius a cautious person?,人物属性建模,"Yes,he is.",,根据Julius在找到合适的空地吃早饭后仍然四处观察是否有危险看出他是一个谨慎的人。,,,,,,,,,,
,,,,2,What is Joseph's attitude towards his work?,"多线索推理,人物属性建模",Meaningful.,,根据对Joseph及其团队的多个片段的展示来推断。,,,,,,,,,,
,,,,3,What to drink after a flight in Tanzania?,通用知识推理,Champagne.,坦桑尼亚殖民地时期的飞行传统知识。,根据视频中热气球航行片段判断。,,,,,,,,,,
,,,,4,Are the public toilets in Ruaha National Park open-air or indoor?,通用知识推理,Open-air., Ruaha National Park特有的露天公共厕所,根据视频中博主在参观中途使用厕所的片段看出。,,,,,,,,,,
,,,,5,What did they do after they were on a hot air balloon ride?,多跳推理,Tasted the champagne beverage.,,找到乘坐热气球片段，识别在乘热气球之后做的事。,,,,,,,,,,
67,https://www.youtube.com/watch?v=tGIN6NKiuD8,20:37,vlog - 出行,1,What is Amanda's occupation?,人物属性建模,She is a beauty blogger.,,Amanda会拍一些关于妆容的视频、照片发布到网上，也会给网友推荐好用的护肤品，可推测她是一名美妆达人。,,,,,,,,,,
,,,,2,What are the important practices that can protect small corals when growing them in the sea?,通用知识推理,Tie the small coral to a pole with a rope.,进行珊瑚修复时，可以起到保护小珊瑚的重要操作是将其用绳子绑住然后系在杆子上。,Amanda在潜水时将小珊瑚绑在绳子上，等小珊瑚长大就把它们放回海洋里，可以帮助珊瑚繁殖，恢复珊瑚礁。,,,,,,,,,,
,,,,3,How many steps are there in Amanda's second day makeup?,多线索推理,There are four steps in total.,,Amanda首先涂了防晒霜，然后涂了遮瑕，打了腮红，最后喷了定妆喷雾，一共进行了4步。,,,,,,,,,,
,,,,4,What can I do if I don't need to change the sheets at Villa Melissa?,通用知识推理,Put the fish tag on the bed.,在梅丽莎别墅里，在床上放鱼标签代表不用换床单。,根据Amanda不需要更换床单，她放置了酒店提供的鱼标签在床上可推测。,,,,,,,,,,
,,,,5,What is Cary's relationship with Amanda?,人物属性建模,Cary is Amanda's wine teacher.,,凯里会教Amanda关于葡萄酒的知识，是Amanda的葡萄酒老师。,,,,,,,,,,
68,https://www.youtube.com/watch?v=l45ahk3a8JM,23:15,vlog - 日常（综合）,1,Who is Little Black?,多模态/多语言推理,Little Black is a meow.,,博主说小黑喜欢在院子里晒太阳，镜头拍到小黑，结合视觉，可知小黑是一只小猫咪。,,,,,,,,,,
,,,,2,What's blogger's dad's favorite meal?,人物属性建模,Korean barbecue.,,博主的爸爸最喜欢吃韩式烤肉，为此博主在他生日这天为他做了韩式烤肉。,,,,,,,,,,
,,,,3,What is the base of black pepper sauce?,通用知识推理,Vegetable stock.,黑胡椒酱以蔬菜高汤作为酱底。,根据博主在视频中提及所推断。,,,,,,,,,,
,,,,4,Is the blogger a good cook?,人物属性建模,"Yes,she is.",,根据博主每天做饭而且做的很美味很熟练可以得知博主是个擅长做饭的人。,,,,,,,,,,
,,,,5,What kind of novel is Betting on You?,通用知识推理,It's a teen romantic comedy.,《Betting on you》是一本青少年浪漫喜剧小说。,博主讲述这本书有点俗气浪漫喜剧，看这本书就像在看韩剧，可推测这是本青少年浪漫戏剧小说。,,,,,,,,,,
69,https://www.youtube.com/watch?v=OUMvCWjp_vo,22:40,vlog - 亲子,1,What is the relationship between Pippa and Hogan?,人物属性建模,They are a pair of twins.,,视频里博主说这对双胞胎是他的女儿。,,,,,,,,,,
,,,,2,How many performances will the blogger's family watch on the boat?,多线索推理,There are three performances in total.,,博主介绍他看了船上精彩表演的第一个，还有两个没看，故他们一共要看三个船上表演。,,,,,,,,,,
,,,,3,"Is advance booking available for watching the water show on the Utopia cruise ship, or is it only possible to buy tickets on the spot?",通用知识推理,Advance booking is available.,观看乌托邦号游船的水上表演支持提前线上预定，也可以现场买票。,在乌托邦号游船上观看水上表演想要得到好的座位是需要预定的，不然就要现场候补而且还有可能看不到表演，可推出观看乌托邦号游船的水上表演支持提前线上预定，也可以现场买票。,,,,,,,,,,
,,,,4,Is the blogger a good planner?,人物属性建模,He is good at making plans.,,"根据博主将游船之行安排在女孩的生日周末，并安排看很多表演可以看出博主是个善于计划的人,可以推断他在下次出行前也会按照习惯先做规划。",,,,,,,,,,
,,,,5,Is there a charge for all areas of the Mason J pay restaurant at Utopia Cruises?,通用知识推理,Not all areas are charged., 乌托邦游的Mason J收费餐厅不是所有区域都收费，酒吧区是免费开放的。,博主介绍Mason J收费餐厅的酒吧区可以免费坐下来听歌，可知乌托邦游的Mason J收费餐厅并不是所有区域都收费的，酒吧区是免费开放的。,,,,,,,,,,
70,https://www.youtube.com/watch?v=IADvif3wv1M,20:31,纪录片 - 自然,1,What are the natural enemies of gobies?,通用知识推理,Lake Erie Water Snake.,虾虎鱼的天敌是伊利湖水蛇。,虾虎鱼虽然是入侵物种，但它为伊利湖水蛇提供了食物来源，可推断出虾虎鱼的天敌是伊利湖水蛇。,,,,,,,,,,
,,,,2,Is Safari a brave and passionate girl?,人物属性建模,"Yes,she is.",,Safari喜欢亲近大自然，不害怕野生动物，可知她是个勇敢热情的女孩。,,,,,,,,,,
,,,,3,Who is Pete?,多模态/多语言推理,Pete is a toy coyote.,,Safari拿着一只玩具向博主介绍它叫彼得，结合视觉，彼得是一只玩具郊狼。,,,,,,,,,,
,,,,4,How did the invasive goby come to the Great Lakes region?,通用知识推理,Passing through the bottom of ships entering Eurasia.,虾虎鱼通过进入欧亚大陆船只的底部运输到五大湖地区，然后它们会建立据点，迅速繁殖。,虾虎鱼通过进入欧亚大陆船只的底部运输到五大湖地区，然后它们会建立据点，迅速繁殖，可推出虾虎鱼成为五大湖地区入侵物种的重要途径是欧亚大陆开往五大湖地区的船只。,,,,,,,,,,
,,,,5,Does Coyote Peterson have a wealth of knowledge about gobies?,人物属性建模,Coyote Peterson knows goby very well.,,根据科约特彼得森向Safari详细地介绍虾虎鱼的生理结构、习性等，可以看出他对虾虎鱼很了解，有关于虾虎鱼的知识很丰富。,,,,,,,,,,
71,https://www.youtube.com/watch?v=ot76_NQpHIY,27:49,访谈 - 动态（含充分视觉信息）,1,Was Gemma Owen's equestrian ability influenced by her family from childhood or discovered by chance?,"多线索推理,人物属性建模",It was influenced by her family from childhood.,,母亲曾骑马但因意外停止，父亲有赛马场，家庭马术氛围浓厚，对她从事马术产生深远影响。,,,,,,,,,,
,,,,2,"When visiting the tack room, what color of the cupboards attracted Ray and made her hope to apply it to her own decoration design? ","多跳推理,多模态/多语言推理",White.,,首先定位到参观马具室的片段，Ray提到很喜欢Gemma的白色橱柜，下次想把自己的也漆成白色。,,,,,,,,,,
,,,,3,Can equestrian riders who have reached the Prix St. Georges level directly participate in the Under 25 Grand Prix? ,通用知识推理,No.,The Under 25 Grand Prix has higher requirements for the riders' levels. ,Gemma计划通过基础训练逐步提升Faye的比赛等级，从当前的medium Advanced过渡到PSG，参加基础赛事，再向更高级别冲刺，Gemma的终极目标是参加欧洲锦标赛，如under 25 Grand Prix，说明PSG是通往这一目标的关键阶梯。,,,,,,,,,,
,,,,4,Do the helmets produced by Halo meet the standards of international dressage competitions?,通用知识推理,Yes.,Using Halo helmets meets the safety certification requirements. ,Gemma提到很喜欢使用Halo头盔，她有很多顶，等待重新复出参加比赛的时候再戴。,,,,,,,,,,
,,,,5,Does Gemma Owen value practicality or aesthetic appeal more in interior design? ,"多线索推理,人物属性建模",Practicality.,,Gemma提到马厩和马具室虽没有豪华装饰，但有一切所需，且强调这里像家，可知她更看重实用性和家的氛围。,,,,,,,,,,
72,https://www.youtube.com/watch?v=J9eCfO8v_VQ,20:24,教学 - 运动,1,What test did Michelle undergo after the swimming test?,多跳推理,Push-up test,,定位到游泳测试片段，跟踪Michelle行为可得到答案,,,,,,,,,,
,,,,2,What is Austin's teaching style like?,"多线索推理,人物属性建模",Guiding,,Michelle游泳时Austin告诉她动作要慢、控制心率，测试俯卧撑、仰卧起坐和引体向上前均向Michelle做了示范，俯卧撑测试时看出Michelle状态不好提醒她深呼吸，引导她多做几个俯卧撑，测试1.5英里长跑时在Michelle旁边鼓励她，剩最后一段距离时还陪着她跑，可推断出Austin的教学风格是引导型,,,,,,,,,,
,,,,3,Is Michell a person with a firm goal?,人物属性建模,Yes,,测试失败后训练了几周又重新测试,,,,,,,,,,
,,,,4,Which parts of the body are tested by pull-ups?,通用知识推理,"Biceps, latissimus dorsi and forearm",引体向上考验的是二头肌、背阔肌和前臂,测试引体向上前Austin对Michelle说测试很严格，提醒她使用二头肌、背阔肌和前臂，可推断出,,,,,,,,,,
,,,,5,Which two swimming strokes are suitable for long-distance swimming?,通用知识推理,Butterfly stroke and breaststroke,Butterfly stroke and breaststroke are relatively energy-efficient.,进行五百码的游泳测试前，教练嘱托Michelle使用蛙泳或战斗仰泳，Michelle游泳时Austin说她在泳池划了九种到十种泳姿，这消耗了更多体力，说明这两种泳姿比较省力，适合长距离游泳,,,,,,,,,,
73,https://www.youtube.com/watch?v=hpq9WEx24ds,23:48,vlog - 宠物,1,Are bloggers responsible pet keepers?,"多线索推理,人物属性建模",Yes,,根据博主和宠物一起时高兴的表情以及对每只狗狗都很了解可以看出是负责任的主人,,,,,,,,,,
,,,,2,Can a Kelpie herd sheep alone or does it require guidance from an owner?,通用知识推理,Kelpie can herd sheep alone,凯尔皮犬是否可以单独牧羊,从博主说凯尔皮犬可以自己做出正确决定来放牧牛羊不需要农民时刻指导可以得出,,,,,,,,,,
,,,,3,What was the last thing the dog was holding when the blogger left the beach?,"多跳推理,多模态/多语言推理",A dead fish,,视频需要定位到博主离开沙滩的时候并根据视频画面找到最后一条狗然后根据博主的语言判断,,,,,,,,,,
,,,,4,Is the blogger's personality funny or serious?,"多线索推理,人物属性建模",Funny,,根据博主尝试吃狗狗的零食并且使用狗狗的饭盆吃饭可以看出他的性格,,,,,,,,,,
,,,,5,When a dog has autoimmune hepatitis will its liver enzyme levels be above 100 or below 100?,通用知识推理,More than one hundred,自身免疫性肝炎会导致狗狗肝酶水平升高,根据自身免疫性肝炎会导致狗狗肝酶水平升高以及肝酶正常水平不超过100可推断出,,,,,,,,,,
74,https://www.youtube.com/watch?v=Yzdabta1nAA,24:40,vlog - 园艺,1,How does cabbage keep bugs from getting inside?,通用知识推理,Relying on its tight flower head,卷心菜花头可以阻挡虫子进入内部,从Michelle选择花头更紧实的品种来防止虫害可以得出,,,,,,,,,,
,,,,2,How to ensure a good harvest of raspberries every year?,通用知识推理,Cut off their branches every year,覆盆子保证丰收的方法,从Cody说每年会砍掉覆盆子的枝叶不会影响产量反而会收获更多可以得出,,,,,,,,,,
,,,,3,Where did Michelle put the broccoli after she picked it?,多跳推理,In the basin,,模型需要定位到Michelle采摘西兰花的时候然后判断后来她把西兰花放在了哪里,,,,,,,,,,
,,,,4,What is the relationship between Cody and Michelle?,"多线索推理,人物属性建模",Couple,,根据两人的亲密的对话以及他们孩子的出现可以推断出,,,,,,,,,,
,,,,5,Do Cody and Michelle like gardening work?,"多线索推理,人物属性建模",Yes,,根据他们忙碌时开心的表情以及对各种植物的种植知识都很熟悉可以看出他们很喜欢园艺,,,,,,,,,,
75,https://www.youtube.com/watch?v=s4ET7Vn3nz4,31:25,测评 - 展会,1,Does Josh Murphy like AutoKeybo?,人物属性建模,"Yes,he does",,根据Josh在使用AutoKeybo前表示这是他在展览会上见到的最有趣的发明之一。,,,,,,,,,,
,,,,2,"What reaction will Roborock""s Saros Z70make when encountering small obstacles during the sweeping process?",通用知识推理,Use its mechanical arm to remove the obstacles.,Z70扫地机器人的特殊技能。,根据扫地机器人的介绍片段来推断答案。,,,,,,,,,,
,,,,3,What does it mean when using Xreal One pro to pinch two fingers together?,通用知识推理,Confirm or interact.,Xreal one pro的操作方式。,根据Xreal的介绍片段来推断。,,,,,,,,,,
,,,,4,Does Josh Murphy have any problems with his eyesight?,人物属性建模,"Yes,he does.",,视频中Josh使用VR设备时也需要戴眼镜可以看出他有视力问题。,,,,,,,,,,
,,,,5,Who is Melody?,多模态/多语言推理,The intelligent robot developed by Realbotix Company.,,根据Realbotix的片段来推断。,,,,,,,,,,
76,https://www.youtube.com/watch?v=_4HMz-vvP3Y,34:50,vlog - 园艺,1,What should be done to the roses before they are potted?,通用知识推理,Soak overnight in water containing the rooting agent,玫瑰被盆栽前应该在含有生根剂的水里浸泡一夜,博主说这些玫瑰终于到了，盆里只加了水和生根剂，这些品种要放在一起，浸泡一夜，然后明天盆栽它们，可推断出,,,,,,,,,,
,,,,2,What kind of plant does a rose belong to?,"多模态/多语言推理,通用知识推理",Shrub,玫瑰一般被归类为灌木,博主拿着玫瑰花样的标签说这是一种美丽的灌木,,,,,,,,,,
,,,,3,What does the blogger's mother do?,"人物属性建模,多模态/多语言推理",Gardener,,模型利用视觉听觉确认博主妈妈的身份，追踪其行为可得出答案,,,,,,,,,,
,,,,4,Does the blogger have a passion for gardening work?,"多线索推理,人物属性建模",Yes,,花园里所有东西都被摆放的井井有条，博主几乎介绍了花园里的所有东西，细心布置花瓶的布局,,,,,,,,,,
,,,,5,How many kinds of fruits did the blogger have for lunch?,多线索推理,Four,,定位到博主吃午饭的片段可得出,,,,,,,,,,
77,https://www.youtube.com/watch?v=VbU1R4KDymw,32:32,教学 - 工业制造,1,Is Jim a patient and meticulous person?,"多线索推理,人物属性建模",Yes.,,通过观察视频里Jim的讲解，如逐步讲解制作工艺、仔细介绍各部门生产等细节，由此可知Jim是个耐心仔细的人。,,,,,,,,,,
,,,,2,How is a guitar made lighter? ,通用知识推理,Strengthen the center and lighten the surroundings.,通过加强吉他中心部分并减轻四周来实现减重。,通过观看视频，Jim讲到实现吉他减重的方法是，使中间更加坚固，减轻四周的重量，由此来实现吉他的整体减重。,,,,,,,,,,
,,,,3,Is the guitar production of Gibson rigorous?,通用知识推理,Yes.,Gibson制作工艺保持传统手工严谨性（如手工榫接琴颈、硝基漆喷涂），并辅以现代精密检测（如Plek调校）。,通过观看视频，结合Jim的介绍如工人仔细检查、签名通过、行业标准化生产等细节，由此可知，Gibson在吉他的生产中是十分严谨的。,,,,,,,,,,
,,,,4,Is Shawn a humorous or a dull host? ,人物属性建模,Humorous.,,通过定位到视频快结束时，Shawn幽默的感谢Jim的介绍，说到让自己也迫不及待想买一把吉他，由此可知，Shawn是一位幽默风趣采访者。,,,,,,,,,,
,,,,5,What was done after the guitar body was completed in the rough - machining workshop?,多跳推理,Fine polishing.,,通过观看视频，Jim说道，当完成粗加工后，将会来到一个精细打磨的部门，进行精细打磨处理。,,,,,,,,,,
78,https://www.youtube.com/watch?v=DOWDNBu9DkU&t=732s,27:36,教学 - 科技,1,What is Abdul's most proficient area of expertise?,人物属性建模,Knowledge of engineering.,,Adual在小时胡就用牛奶盒子制作小车，后来在大学期间他页选择主攻工程学专业。,,,,,,,,,,
,,,,2,Does Mark like or dislike Rwanda?,人物属性建模,He likes Rwanda.,,Mark不仅去看了zipline的使用，还与当地人民一同踢足球，去看黑猩猩，语言也表示是他本人非常喜欢的专业。,,,,,,,,,,
,,,,3,Does Sweetgreen's merchandise offer drone delivery services?,通用知识推理,yes,基于视频描述zipline和sweetgreen希望在空中无人机运输事情上合作，有vi可知在sweetgreent购买的沙拉可以选择无人机运输。,基于Mark的描述，zipline在噪音等方面不断强化设备，未来sweetgreen和zipline希望能够达成合作去运输称重范围内的沙拉，由此可知消费者可以选择无人机运输。,,,,,,,,,,
,,,,4,What color of inflatable mattress did the zipline team once use to stop the plane?,多线索推理,Brown and blue.,,因模型定位到谈论最初模型定位的地方，然后分别识别视频画面，一共出现了卢瑟和棕色两种充气床垫。,,,,,,,,,,
,,,,5,At what age do students in Rwanda no longer enjoy free education?,通用知识推理,After the age of 16.,基于Mark在参观游玩卢旺达，他发现卢旺达政府政策好，16岁之前的学业上学免费。,基于Mark在参观游玩卢旺达，他发现卢旺达政府政策好，16岁之前的学业上学免费，由此可推断。,,,,,,,,,,
79,https://www.youtube.com/watch?v=ZTrUPrXwISQ,27:26,vlog - 园艺,1,"Which is better for the stomach, rye flour or ordinary flour?",通用知识推理,Rye flour,黑麦粉和普通面粉的区别,从博主选择黑麦粉而不是普通面粉并且说这样对胃更好可以推断出,,,,,,,,,,
,,,,2,Does the narcissus belong to the genus Allium?,"多线索推理,通用知识推理",No,水仙花是否属于葱属植物,从博主说种植了一些球茎希望得到一些水仙花和葱属植物可知水仙花并不是葱属植物的一种,,,,,,,,,,
,,,,3,Where did the blogger put the remaining lemons after squeezing them?,多跳推理,On the cutting board,,模型需要先跳到博主挤柠檬汁的时候然后读取柠檬被放在了哪里,,,,,,,,,,
,,,,4,Is the blogger positive or negative about composting leaves?,人物属性建模,Positive,,从博主的语言中觉得城市中把树叶当垃圾处理是浪费并且自己很喜欢用树叶堆肥可以看出他对此很积极,,,,,,,,,,
,,,,5,Is the blogger good at cooking?,"多线索推理,人物属性建模",Yes,,根据博主做饼干时的熟练动作以及会做辣椒酱、番茄干等产品可以看出他是善于厨艺的,,,,,,,,,,
80,https://www.youtube.com/watch?v=TvL5ogCpqU8,22:01,测评 - 展会,1,What trend does modern technology products reflect in terms of technological development?,"多线索推理,通用知识推理",The trend is the gradual formation of an AI-centered intelligent ecosystem.,AI技术的应用不断与其他领域融合，穿戴设备通过AI实现更自然和无缝的人机交互，在硬件上不断创新，更是在软件和智能算法方面取得突破。,视频内容：MWC所展览的最新科技产品大多与AI技术紧密联系，使用AI的科技产品在所有科技产品中的比例上升。——>推理：现代科技产品所体现出来的发展趋势是逐渐形成以AI为核心的全新智能生态系统。,,,,,,,,,,
,,,,2,Is Cellid AR glassess focused on lightweight design?,通用知识推理,"Yes, it is.",Cellid AR glassess的外观类似普通眼镜，重量约58克，适合长时间佩戴，减少用户疲劳感。,视频内容：Cellid AR glassess的店员提到这款眼镜是市面上最轻的ar眼镜。——>推理：Cellid AR glasses注重轻量化设计。,,,,,,,,,,
,,,,3,Is the blogger interested in playing Minecraft ?,人物属性建模,"Yes, it is.",,视频内容：在介绍Mudra Neural Wristband时，展示blogger使用这款产品游玩游戏minecraft，他在游戏里清理树叶等画面。——>推理：Blogger对Minecraft这个游戏感兴趣。,,,,,,,,,,
